step,episodes,frames_total,loss,accuracy,gradient_norm,clipped,seconds,task_losses,task_accuracies,cells,diagnostics
5219,208760,4384024,0.6818992602784419,0.625,0.11266066133975983,0,2.1630678176879883,"{""orientation_cued"": 0.6918497681617737, ""motion_duration_cued"": 1.3863818645477295, ""krauzlis_cued_motion"": 0.6380284428596497, ""spatial_binding"": 0.6931469440460205, ""image_recognition"": 8.92817770363763e-05}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N0_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5220,208800,4384800,0.689454382272379,0.525,0.07915720343589783,0,2.0035998821258545,"{""orientation_cued"": 0.6976463198661804, ""motion_duration_cued"": 1.386551022529602, ""krauzlis_cued_motion"": 0.6698142290115356, ""spatial_binding"": 0.693150520324707, ""image_recognition"": 0.00010981962986988947}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N0_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5221,208840,4385808,0.82798273563385,0.425,0.07316341996192932,0,2.5335071086883545,"{""orientation_cued"": 0.6976577043533325, ""motion_duration_cued"": 1.3865922689437866, ""krauzlis_cued_motion"": 0.670120894908905, ""spatial_binding"": 0.6931488513946533, ""image_recognition"": 0.692393958568573}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N12_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5222,208880,4386296,0.6952525972246804,0.525,0.06338949501514435,0,1.2133431434631348,"{""orientation_cued"": 0.6968095898628235, ""motion_duration_cued"": 1.3860347270965576, ""krauzlis_cued_motion"": 0.7002551555633545, ""spatial_binding"": 0.6931437849998474, ""image_recognition"": 1.972860081878025e-05}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.5, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N0_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5223,208920,4387384,0.8215389370918273,0.45,0.1316274106502533,0,2.7863099575042725,"{""orientation_cued"": 0.6932381391525269, ""motion_duration_cued"": 1.386291742324829, ""krauzlis_cued_motion"": 0.6416961550712585, ""spatial_binding"": 0.6931479573249817, ""image_recognition"": 0.6933206915855408}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.0, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N4_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5224,208960,4388152,0.8272287964820861,0.5,0.09517577290534973,0,2.0186893939971924,"{""orientation_cued"": 0.6931377649307251, ""motion_duration_cued"": 1.3858153820037842, ""krauzlis_cued_motion"": 0.6706751585006714, ""spatial_binding"": 0.6931495666503906, ""image_recognition"": 0.6933661103248596}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N24_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5225,209000,4389128,0.8266464233398437,0.5,0.06117136403918266,0,2.4224376678466797,"{""orientation_cued"": 0.6894771456718445, ""motion_duration_cued"": 1.3862957954406738, ""krauzlis_cued_motion"": 0.67081618309021, ""spatial_binding"": 0.6931465268135071, ""image_recognition"": 0.6934964656829834}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N4_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5226,209040,4389936,0.832420825958252,0.475,0.04895348474383354,0,1.9988000392913818,"{""orientation_cued"": 0.6895098686218262, ""motion_duration_cued"": 1.3862948417663574, ""krauzlis_cued_motion"": 0.7000909447669983, ""spatial_binding"": 0.693162739276886, ""image_recognition"": 0.6930457353591919}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.5, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N24_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5227,209080,4390864,0.8328430891036988,0.5,0.07685418426990509,0,2.468472480773926,"{""orientation_cued"": 0.6916558742523193, ""motion_duration_cued"": 1.3857896327972412, ""krauzlis_cued_motion"": 0.7001737356185913, ""spatial_binding"": 0.6931478977203369, ""image_recognition"": 0.6934483051300049}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.5, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N12_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
5228,209120,4391456,0.6833846735011321,0.6,0.10945216566324234,0,1.4757442474365234,"{""orientation_cued"": 0.6973470449447632, ""motion_duration_cued"": 1.3858309984207153, ""krauzlis_cued_motion"": 0.6405190229415894, ""spatial_binding"": 0.6931506991386414, ""image_recognition"": 7.560205995105207e-05}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N0_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
