step,stage,family,condition,episodes,visual_updates,loss,grad_norm,clipped,accuracy,diagnostics,frames,step_seconds,wall_utc
5121,focused,motion_direction,motion_anchor,40968,303120,0.0001336024870397523,0.0035348727833479643,0,1.0,"{""projection_gradient_norm"": 0.00019609549781307578, ""head_gradient_norm"": 0.003525641281157732, ""relative_parameter_updates"": {""readout.heads.motion_direction.weight"": 0.0003209381247870624, ""readout.heads.motion_direction.bias"": 0.0006463300087489188, ""readout.heads.orientation.weight"": 0.0, ""readout.heads.orientation.bias"": 0.0, ""memory_output.weight"": 0.007011885289102793, ""memory_output.bias"": 0.01111594308167696}}",2,0.06299999984912574,2026-09-13T05:07:28.050933+00:00
5122,focused,motion_direction,motion_L2,40976,303160,0.003454218152910471,0.04304398596286774,0,1.0,{},5,0.10900000017136335,2026-09-13T05:07:28.147502+00:00
5123,focused,orientation,orientation_recall_minimal,40984,303200,0.03974146023392677,0.6795356273651123,0,1.0,{},5,0.0779999999795109,2026-09-13T05:07:28.225880+00:00
5124,focused,motion_direction,motion_L8,40992,303288,0.28776100277900696,0.758533239364624,0,0.875,{},11,0.25,2026-09-13T05:07:28.478443+00:00
5125,focused,orientation,orientation_recall_D4,41000,303376,0.22337624430656433,0.9559752941131592,0,1.0,{},11,0.15699999989010394,2026-09-13T05:07:28.643524+00:00
5126,focused,motion_direction,motion_L2,41008,303416,0.0034483857452869415,0.021070726215839386,0,1.0,{},5,0.125,2026-09-13T05:07:28.760110+00:00
5127,focused,orientation,orientation_recall_minimal,41016,303456,0.064107246696949,0.23557622730731964,0,1.0,{},5,0.09300000010989606,2026-09-13T05:07:28.858210+00:00
5128,focused,motion_direction,motion_L8,41024,303544,0.9351991415023804,1.3995009660720825,1,0.625,{},11,0.20399999991059303,2026-09-13T05:07:29.066161+00:00
5129,focused,orientation,orientation_recall_D4,41032,303632,0.04059199243783951,0.6228620409965515,0,1.0,{},11,0.1869999999180436,2026-09-13T05:07:29.253497+00:00
5130,focused,motion_direction,motion_L2,41040,303672,0.023236816748976707,0.34789398312568665,0,1.0,{},5,0.10900000017136335,2026-09-13T05:07:29.351136+00:00
5131,focused,orientation,orientation_anchor,41048,303688,0.02319282852113247,0.49632784724235535,0,1.0,{},2,0.031999999890103936,2026-09-13T05:07:29.388360+00:00
5132,focused,orientation,orientation_recall_minimal,41056,303728,0.013711603358387947,0.08927945047616959,0,1.0,{},5,0.0779999999795109,2026-09-13T05:07:29.467579+00:00
5133,focused,motion_direction,motion_L8,41064,303816,0.536665678024292,1.370775580406189,1,0.75,{},11,0.26500000013038516,2026-09-13T05:07:29.724351+00:00
5134,focused,orientation,orientation_recall_D4,41072,303904,0.4493156671524048,1.4681217670440674,1,0.875,{},11,0.15699999989010394,2026-09-13T05:07:29.893803+00:00
5135,focused,motion_direction,motion_L2,41080,303944,0.031104348599910736,0.4080113470554352,0,1.0,{},5,0.0779999999795109,2026-09-13T05:07:29.973563+00:00
5136,focused,orientation,orientation_recall_minimal,41088,303984,0.940405547618866,5.139925956726074,1,0.75,{},5,0.07899999991059303,2026-09-13T05:07:30.055509+00:00
5137,focused,motion_direction,motion_L8,41096,304072,0.6546215415000916,1.4850516319274902,1,0.75,{},11,0.2029999999795109,2026-09-13T05:07:30.267952+00:00
5138,focused,orientation,orientation_recall_D4,41104,304160,0.4204421043395996,1.0925302505493164,1,0.875,{},11,0.1720000000204891,2026-09-13T05:07:30.429943+00:00
5139,focused,motion_direction,motion_L2,41112,304200,0.025207938626408577,0.39634066820144653,0,1.0,{},5,0.125,2026-09-13T05:07:30.555876+00:00
5140,focused,orientation,orientation_recall_minimal,41120,304240,0.4235369563102722,2.0485923290252686,1,0.875,{},5,0.0779999999795109,2026-09-13T05:07:30.642343+00:00
5141,focused,motion_direction,motion_anchor,41128,304256,7.919656491139904e-05,0.002231174148619175,0,1.0,{},2,0.0470000000204891,2026-09-13T05:07:30.686955+00:00
5142,focused,motion_direction,motion_L8,41136,304344,0.14911755919456482,0.4367406368255615,0,1.0,{},11,0.25,2026-09-13T05:07:30.938987+00:00
5143,focused,orientation,orientation_recall_D4,41144,304432,0.1531895250082016,0.18180623650550842,0,1.0,{},11,0.17100000008940697,2026-09-13T05:07:31.103783+00:00
5144,focused,motion_direction,motion_L2,41152,304472,0.0020883965771645308,0.020723599940538406,0,1.0,{},5,0.09399999980814755,2026-09-13T05:07:31.205589+00:00
5145,focused,orientation,orientation_recall_minimal,41160,304512,0.1117485761642456,0.8906385898590088,0,0.875,{},5,0.07800000021234155,2026-09-13T05:07:31.283568+00:00
5146,focused,motion_direction,motion_L8,41168,304600,0.7406254410743713,1.0915898084640503,1,0.625,{},11,0.26599999982863665,2026-09-13T05:07:31.546853+00:00
5147,focused,orientation,orientation_recall_D4,41176,304688,0.38113167881965637,0.41554343700408936,0,0.875,{},11,0.1720000000204891,2026-09-13T05:07:31.708954+00:00
5148,focused,motion_direction,motion_L2,41184,304728,0.0014662867179140449,0.014758182689547539,0,1.0,{},5,0.0779999999795109,2026-09-13T05:07:31.789172+00:00
5149,focused,orientation,orientation_recall_minimal,41192,304768,0.2711626887321472,1.6020896434783936,1,0.875,{},5,0.0940000000409782,2026-09-13T05:07:31.882450+00:00
5150,focused,motion_direction,motion_L8,41200,304856,0.5721672773361206,1.1147278547286987,1,0.875,{},11,0.21800000010989606,2026-09-13T05:07:32.114639+00:00
5151,focused,orientation,orientation_anchor,41208,304872,0.0012008534977212548,0.02342361956834793,0,1.0,{},2,0.03100000019185245,2026-09-13T05:07:32.152497+00:00
5152,focused,orientation,orientation_recall_D4,41216,304960,0.43103766441345215,1.158165693283081,1,0.875,{},11,0.17199999978765845,2026-09-13T05:07:32.325450+00:00
5153,focused,motion_direction,motion_L2,41224,305000,0.012374655343592167,0.18752554059028625,0,1.0,{},5,0.11000000010244548,2026-09-13T05:07:32.429042+00:00
5154,focused,orientation,orientation_recall_minimal,41232,305040,0.06974458694458008,0.6104573607444763,0,1.0,{},5,0.0779999999795109,2026-09-13T05:07:32.516160+00:00
5155,focused,motion_direction,motion_L8,41240,305128,1.3531850576400757,2.9723544120788574,1,0.375,{},11,0.25,2026-09-13T05:07:32.758830+00:00
5156,focused,orientation,orientation_recall_D4,41248,305216,0.28671857714653015,1.01042640209198,1,1.0,{},11,0.1869999999180436,2026-09-13T05:07:32.947139+00:00
5157,focused,motion_direction,motion_L2,41256,305256,0.0029838699847459793,0.030225440859794617,0,1.0,{},5,0.125,2026-09-13T05:07:33.069708+00:00
5158,focused,orientation,orientation_recall_minimal,41264,305296,0.10819515585899353,1.6045416593551636,1,1.0,{},5,0.06300000008195639,2026-09-13T05:07:33.143927+00:00
5159,focused,motion_direction,motion_L8,41272,305384,0.3454206883907318,1.2547922134399414,1,1.0,{},11,0.26500000013038516,2026-09-13T05:07:33.401029+00:00
5160,focused,orientation,orientation_recall_D4,41280,305472,0.4346158504486084,0.6343954801559448,0,0.75,{},11,0.17199999978765845,2026-09-13T05:07:33.581495+00:00
5161,focused,motion_direction,motion_anchor,41288,305488,0.0003564529470168054,0.006852259393781424,0,1.0,{},2,0.06300000008195639,2026-09-13T05:07:33.630118+00:00
5162,focused,motion_direction,motion_L2,41296,305528,0.00899561308324337,0.1428080052137375,0,1.0,{},5,0.0779999999795109,2026-09-13T05:07:33.723034+00:00
5163,focused,orientation,orientation_recall_minimal,41304,305568,0.1946960687637329,1.3799469470977783,1,1.0,{},5,0.10899999993853271,2026-09-13T05:07:33.826787+00:00
