step,episodes,frames_total,cell,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics
4461,35688,564136,binding_D4,0.380907267332077,0.875,23.692657470703125,1,9,0.4534187316894531,{}
4462,35696,564272,single_D12,0.5391414165496826,0.625,27.256582260131836,1,17,0.8388845920562744,{}
4463,35704,564552,motion_D24,1.4643961191177368,0.25,8.443799018859863,1,35,1.73219895362854,{}
4464,35712,564592,binding_D0,5.274087016005069e-05,1.0,0.0113069461658597,0,5,0.27582693099975586,{}
4465,35720,564632,binding_D0,0.01025473978370428,1.0,1.531114101409912,1,5,0.2682011127471924,{}
4466,35728,564704,single_D4,0.022171692922711372,1.0,1.8992425203323364,1,9,0.4662003517150879,{}
4467,35736,564936,binding_D24,0.19477486610412598,0.875,23.063888549804688,1,29,1.4190282821655273,{}
4468,35744,565072,single_D12,0.388986736536026,0.875,13.748720169067383,1,17,1.0610578060150146,{}
4469,35752,565304,binding_D24,0.001747329835779965,1.0,0.5537867546081543,0,29,1.5850446224212646,{}
4470,35760,565376,single_D4,0.028317738324403763,1.0,2.0178353786468506,1,9,0.5634446144104004,{}
4471,35768,565512,binding_D12,0.007624507416039705,1.0,3.9396610260009766,1,17,0.9742956161499023,{}
4472,35776,565584,single_D4,0.06435029208660126,1.0,4.7795610427856445,1,9,0.4648871421813965,{}
4473,35784,565656,binding_D4,2.980229396598588e-07,1.0,5.230284295976162e-05,0,9,0.4726860523223877,{}
4474,35792,565728,single_D4,0.1620122492313385,0.875,47.915000915527344,1,9,0.4650566577911377,{}
4475,35800,565816,motion_D0,1.1828402280807495,0.25,76.70638275146484,1,11,0.5692541599273682,{}
4476,35808,565856,binding_D0,0.17595350742340088,0.875,24.773181915283203,1,5,0.27199363708496094,{}
4477,35816,566088,binding_D24,0.0031841846648603678,1.0,0.5711063742637634,0,29,1.4457409381866455,{}
4478,35824,566160,single_D4,0.02731914445757866,1.0,6.647365093231201,1,9,0.4660024642944336,{}
4479,35832,566200,binding_D0,0.0001641887065488845,1.0,0.023262416943907738,0,5,0.2790186405181885,{}
4480,35840,566272,single_D4,0.07525179535150528,1.0,12.406722068786621,1,9,0.47374582290649414,{}
4481,35848,566344,single_D4,0.071378692984581,1.0,9.053343772888184,1,9,0.48456358909606934,"{""first_sensory_field_gradient_norm"": 0.03205987066030502, ""early_r_gradient_norm"": 0.11319264769554138, ""early_r_rms"": 0.05473257973790169, ""early_a_gradient_norm"": 0.005574760027229786, ""early_a_rms"": 0.0, ""late_r_gradient_norm"": 0.05396782234311104, ""late_r_rms"": 0.25063419342041016, ""late_a_gradient_norm"": null, ""late_a_rms"": 0.03970225155353546, ""early_controller_r_gradient_norm"": 0.00019231907208450139, ""controller_gradient_norm"": 0.0016758739948272705, ""encoder_gradient_norm"": 3.21935772895813, ""raw_recurrent_gradient_rms"": 7.16007525625173e-06, ""state_stats"": {""inactive_fraction"": 0.06679918617010117, ""feedback_rms"": 0.004183685407042503, ""drive_rms"": 0.592910647392273, ""coupling"": 0.010004362091422081}, ""effective_recurrent_relative_update"": 5.488052192959003e-05}"
4482,35856,566416,single_D4,0.04674980044364929,1.0,2.025331974029541,1,9,0.48299431800842285,{}
4483,35864,566552,binding_D12,1.6987215758490493e-06,1.0,0.0002886646834667772,0,17,0.8295762538909912,{}
4484,35872,566832,motion_D24,1.3884233236312866,0.5,2.0870344638824463,1,35,1.948765754699707,{}
4485,35880,566920,motion_D0,0.951370894908905,0.375,33.52556228637695,1,11,0.6466419696807861,{}
4486,35888,566960,single_D0,0.007193275727331638,1.0,2.2314412593841553,1,5,0.2748260498046875,{}
4487,35896,567032,binding_D4,0.11906417459249496,0.875,22.18223762512207,1,9,0.5322701930999756,{}
4488,35904,567264,binding_D24,1.0236074924468994,0.75,82.79558563232422,1,29,1.601569652557373,{}
4489,35912,567336,single_D4,0.034374453127384186,1.0,5.582346439361572,1,9,0.46033692359924316,{}
4490,35920,567376,single_D0,0.14101727306842804,0.875,13.518068313598633,1,5,0.27513861656188965,{}
4491,35928,567608,single_D24,0.5796347856521606,0.75,32.80557632446289,1,29,1.408247470855713,{}
4492,35936,567840,single_D24,0.8193514347076416,0.625,44.83121109008789,1,29,1.4392621517181396,{}
4493,35944,568072,binding_D24,0.3957226872444153,0.875,62.13942337036133,1,29,1.3958768844604492,{}
4494,35952,568112,single_D0,0.0016101290239021182,1.0,0.11221129447221756,0,5,0.2823185920715332,{}
4495,35960,568152,binding_D0,1.8669759811018594e-05,1.0,0.0038735391572117805,0,5,0.2652168273925781,{}
4496,35968,568240,motion_D0,1.1215767860412598,0.375,43.71864318847656,1,11,0.5740673542022705,{}
4497,35976,568312,binding_D4,1.370900008623721e-06,1.0,0.0007549974834546447,0,9,0.4785611629486084,{}
4498,35984,568384,single_D4,0.11563324183225632,1.0,10.489495277404785,1,9,0.534299373626709,{}
4499,35992,568616,binding_D24,0.0008098124526441097,1.0,0.5978429913520813,0,29,1.4009795188903809,{}
4500,36000,568656,single_D0,0.003699519205838442,1.0,0.43081405758857727,0,5,0.25818419456481934,{}
4501,36008,568728,binding_D4,0.2706472873687744,0.875,31.46217155456543,1,9,0.4628868103027344,{}
4502,36016,569008,motion_D24,1.41633141040802,0.125,2.028860092163086,1,35,1.7978065013885498,{}
4503,36024,569144,binding_D12,0.025814026594161987,1.0,4.4137396812438965,1,17,0.9323384761810303,{}
4504,36032,569376,binding_D24,0.01801210269331932,1.0,12.833873748779297,1,29,1.4411873817443848,{}
4505,36040,569448,single_D4,0.004378220532089472,1.0,0.9846240878105164,0,9,0.4575984477996826,{}
4506,36048,569488,single_D0,0.28266721963882446,0.875,21.76413917541504,1,5,0.2740607261657715,{}
4507,36056,569560,binding_D4,4.246786829753546e-06,1.0,0.000978572410531342,0,9,0.46082210540771484,{}
4508,36064,569600,single_D0,0.08937539160251617,1.0,25.04022979736328,1,5,0.274646520614624,{}
4509,36072,569832,binding_D24,0.025270726531744003,1.0,6.196619033813477,1,29,1.5306148529052734,{}
4510,36080,569968,binding_D12,0.037456758320331573,1.0,21.87328338623047,1,17,0.8356213569641113,{}
4511,36088,570040,binding_D4,0.1665581613779068,0.875,14.792780876159668,1,9,0.4589250087738037,{}
4512,36096,570080,single_D0,0.0034325597807765007,1.0,1.3152486085891724,1,5,0.26470279693603516,{}
4513,36104,570152,single_D4,0.005256033968180418,1.0,0.4535065293312073,0,9,0.47834253311157227,{}
4514,36112,570288,single_D12,0.2317063957452774,0.875,25.773609161376953,1,17,0.8529887199401855,{}
4515,36120,570376,motion_D0,0.9437695145606995,0.875,27.246490478515625,1,11,0.5903210639953613,{}
4516,36128,570608,single_D24,0.6973578929901123,0.625,21.4129638671875,1,29,1.4033100605010986,{}
4517,36136,570648,binding_D0,0.00023365439847111702,1.0,0.0647592842578888,0,5,0.26633167266845703,{}
4518,36144,570928,motion_D24,1.3865145444869995,0.25,3.0073659420013428,1,35,1.7504191398620605,{}
4519,36152,571064,binding_D12,0.25497928261756897,0.875,85.81074523925781,1,17,0.8441052436828613,{}
4520,36160,571136,binding_D4,7.897590421634959e-07,1.0,0.00021417885727714747,0,9,0.4597935676574707,{}
4521,36168,571272,binding_D12,2.7608824893832207e-05,1.0,0.012094153091311455,0,17,0.8510706424713135,{}
4522,36176,571408,binding_D12,3.487923095235601e-05,1.0,0.01828094758093357,0,17,0.8204176425933838,{}
4523,36184,571640,single_D24,0.8192915320396423,0.375,56.90571975708008,1,29,1.4647533893585205,{}
4524,36192,571712,binding_D4,1.5198260371107608e-05,1.0,0.004525034688413143,0,9,0.46727466583251953,{}
4525,36200,571944,binding_D24,0.45611506700515747,0.875,99.52515411376953,1,29,1.4084360599517822,{}
4526,36208,572080,single_D12,0.6100494265556335,0.625,23.436172485351562,1,17,0.8357858657836914,{}
4527,36216,572312,binding_D24,0.4001827538013458,0.875,100.33904266357422,1,29,1.395982265472412,{}
4528,36224,572352,binding_D0,4.2765605030581355e-06,1.0,0.0007405581418424845,0,5,0.2809281349182129,{}
4529,36232,572488,single_D12,0.6224120855331421,0.75,26.41704559326172,1,17,0.8484129905700684,{}
4530,36240,572720,single_D24,0.7079669833183289,0.75,57.292842864990234,1,29,1.407891035079956,{}
4531,36248,572792,single_D4,0.03853990137577057,1.0,5.345303535461426,1,9,0.4506559371948242,{}
4532,36256,573024,binding_D24,0.1429441124200821,0.875,36.63016891479492,1,29,1.410801649093628,{}
4533,36264,573160,binding_D12,0.010023101232945919,1.0,2.5753355026245117,1,17,0.8429725170135498,{}
4534,36272,573440,motion_D24,1.4472333192825317,0.25,7.181416034698486,1,35,1.7302498817443848,{}
4535,36280,573576,binding_D12,0.004368227906525135,1.0,1.8747187852859497,1,17,0.8490240573883057,{}
4536,36288,573616,single_D0,0.006359163671731949,1.0,1.0693937540054321,1,5,0.26144909858703613,{}
4537,36296,573752,single_D12,0.4030662178993225,0.75,28.875831604003906,1,17,0.8408005237579346,{}
4538,36304,573984,single_D24,1.1848726272583008,0.5,46.47003173828125,1,29,1.406367540359497,{}
4539,36312,574024,single_D0,0.06056537479162216,1.0,5.831556797027588,1,5,0.2569620609283447,{}
4540,36320,574160,single_D12,0.5373284220695496,0.75,31.99676513671875,1,17,0.84954833984375,{}
4541,36328,574296,single_D12,0.7549972534179688,0.5,30.15818977355957,1,17,0.866610050201416,{}
4542,36336,574368,single_D4,0.2123459130525589,0.875,29.75187110900879,1,9,0.45279359817504883,{}
4543,36344,574408,binding_D0,0.01640496216714382,1.0,3.5886025428771973,1,5,0.2648429870605469,{}
4544,36352,574640,binding_D24,0.048658061772584915,1.0,14.782994270324707,1,29,1.6771869659423828,{}
4545,36360,574776,single_D12,0.5207430720329285,0.75,32.185272216796875,1,17,0.9196643829345703,{}
4546,36368,575008,single_D24,0.8360365033149719,0.625,34.252906799316406,1,29,1.587906837463379,{}
4547,36376,575144,single_D12,0.3147777318954468,0.875,8.978784561157227,1,17,0.9051899909973145,{}
4548,36384,575376,single_D24,0.7039961814880371,0.5,29.654428482055664,1,29,1.5149056911468506,{}
4549,36392,575464,motion_D0,1.0945031642913818,0.5,40.82561492919922,1,11,0.6359097957611084,{}
4550,36400,575696,single_D24,0.666445255279541,0.5,59.09748077392578,1,29,1.6032874584197998,{}
4551,36408,575768,binding_D4,0.20402348041534424,0.875,16.26946449279785,1,9,0.5085196495056152,{}
4552,36416,575808,binding_D0,1.56461612732528e-06,1.0,0.00020461926760617644,0,5,0.36985182762145996,{}
4553,36424,575848,binding_D0,3.143835783703253e-05,1.0,0.007380098570138216,0,5,0.28592395782470703,{}
4554,36432,575920,single_D4,0.4027688503265381,0.875,24.810718536376953,1,9,0.5075972080230713,{}
4555,36440,576056,single_D12,0.35619455575942993,0.875,36.64641189575195,1,17,0.9709014892578125,{}
4556,36448,576096,binding_D0,9.521488209429663e-06,1.0,0.0037539019249379635,0,5,0.29236483573913574,{}
4557,36456,576136,binding_D0,3.2837931939866394e-05,1.0,0.009911603294312954,0,5,0.304288387298584,{}
4558,36464,576272,binding_D12,0.15052442252635956,0.875,24.155704498291016,1,17,0.9013874530792236,{}
4559,36472,576344,binding_D4,1.0281760296493303e-06,1.0,0.00017549061158206314,0,9,0.5113306045532227,{}
4560,36480,576384,binding_D0,0.0,1.0,1.4023206631463836e-06,0,5,0.2996819019317627,{}
4561,36488,576472,motion_D0,0.956278920173645,0.875,4.509126663208008,1,11,0.6256053447723389,{}
4562,36496,576752,motion_D24,1.4019895792007446,0.25,2.2020697593688965,1,35,1.9737696647644043,{}
4563,36504,576792,single_D0,0.0016502286307513714,1.0,0.33887678384780884,0,5,0.3131723403930664,{}
4564,36512,576832,binding_D0,1.639126594454865e-07,1.0,3.4447628422640264e-05,0,5,0.2752227783203125,{}
4565,36520,576968,binding_D12,0.0001281736622331664,1.0,0.026994330808520317,0,17,0.9799044132232666,{}
4566,36528,577040,binding_D4,1.266592448700976e-06,1.0,0.0002662963233888149,0,9,0.5128324031829834,{}
4567,36536,577080,single_D0,0.017921674996614456,1.0,2.4970247745513916,1,5,0.2831113338470459,{}
4568,36544,577120,binding_D0,1.0281780760124093e-06,1.0,0.00019827026699203998,0,5,0.29596543312072754,{}
4569,36552,577208,motion_D0,1.139991044998169,0.5,8.80020523071289,1,11,0.6176803112030029,{}
4570,36560,577344,single_D12,1.2074003219604492,0.625,39.11272430419922,1,17,0.9062228202819824,{}
4571,36568,577384,binding_D0,7.50251128920354e-05,1.0,0.01415799930691719,0,5,0.2830932140350342,{}
4572,36576,577616,binding_D24,0.048662856221199036,1.0,10.323975563049316,1,29,1.5164458751678467,{}
4573,36584,577752,single_D12,0.46767914295196533,0.75,37.10517501831055,1,17,0.900489091873169,{}
4574,36592,577824,single_D4,0.04020930081605911,1.0,7.630690574645996,1,9,0.48645496368408203,{}
4575,36600,577960,binding_D12,1.273984344152268e-05,1.0,0.0026162108406424522,0,17,0.9106464385986328,{}
4576,36608,578096,binding_D12,0.04287637397646904,1.0,9.317462921142578,1,17,0.9117038249969482,{}
4577,36616,578376,motion_D24,1.4088592529296875,0.125,2.175302028656006,1,35,1.8185226917266846,{}
4578,36624,578416,binding_D0,0.09024485945701599,0.875,19.942956924438477,1,5,0.30776357650756836,{}
4579,36632,578488,single_D4,0.08315273374319077,1.0,7.354829788208008,1,9,0.5026512145996094,{}
4580,36640,578624,single_D12,0.36526644229888916,0.75,22.315946578979492,1,17,0.901585578918457,{}
4581,36648,578696,binding_D4,5.066384574092808e-07,1.0,0.00013264948211144656,0,9,0.484999418258667,{}
4582,36656,578832,binding_D12,0.4586043357849121,0.75,31.855060577392578,1,17,0.8892054557800293,{}
4583,36664,578904,binding_D4,0.0033654917497187853,1.0,1.2408170700073242,1,9,0.4943053722381592,{}
4584,36672,578944,single_D0,0.0009448425262235105,1.0,0.11845321953296661,0,5,0.2759578227996826,{}
4585,36680,579080,single_D12,0.3858201205730438,0.875,32.37961959838867,1,17,0.9258205890655518,{}
4586,36688,579312,binding_D24,0.006682002916932106,1.0,2.4899206161499023,1,29,1.5229213237762451,{}
4587,36696,579544,binding_D24,0.014965458773076534,1.0,6.923183441162109,1,29,1.4942877292633057,{}
4588,36704,579584,single_D0,0.010910958051681519,1.0,2.4795801639556885,1,5,0.26619410514831543,{}
4589,36712,579656,binding_D4,6.407482828763023e-07,1.0,0.00021351338364183903,0,9,0.4877901077270508,{}
4590,36720,579728,binding_D4,3.499826925690286e-05,1.0,0.006704021245241165,0,9,0.4985692501068115,{}
4591,36728,579960,single_D24,0.73688805103302,0.625,30.69207763671875,1,29,1.4776756763458252,{}
4592,36736,580192,binding_D24,0.14414919912815094,0.875,77.12417602539062,1,29,1.4992544651031494,{}
4593,36744,580232,binding_D0,0.47013792395591736,0.875,27.085891723632812,1,5,0.3018176555633545,{}
4594,36752,580304,binding_D4,0.0,1.0,4.893818754680979e-07,0,9,0.4905409812927246,{}
4595,36760,580536,binding_D24,0.0006429218337871134,1.0,0.23209728300571442,0,29,1.4833872318267822,{}
4596,36768,580768,single_D24,0.7155318856239319,0.625,60.52585220336914,1,29,1.5420544147491455,{}
4597,36776,580808,binding_D0,0.00016797483840491623,1.0,0.07926373928785324,0,5,0.2782766819000244,{}
4598,36784,580880,binding_D4,0.23499710857868195,0.875,28.94959831237793,1,9,0.4893605709075928,{}
4599,36792,580952,single_D4,0.07670238614082336,1.0,24.507497787475586,1,9,0.47707080841064453,{}
4600,36800,580992,single_D0,0.14827954769134521,0.875,14.780241966247559,1,5,0.2756083011627197,{}
4601,36808,581128,single_D12,0.6788856983184814,0.625,51.27972412109375,1,17,0.8742244243621826,{}
4602,36816,581360,single_D24,0.4731990098953247,0.875,28.249187469482422,1,29,1.4854986667633057,{}
4603,36824,581592,binding_D24,0.13532370328903198,0.875,43.98518753051758,1,29,1.4830396175384521,{}
4604,36832,581728,single_D12,0.32754960656166077,0.875,23.773345947265625,1,17,0.9639525413513184,{}
4605,36840,581800,single_D4,0.07178803533315659,1.0,7.30812931060791,1,9,0.48059701919555664,{}
4606,36848,581872,binding_D4,0.009596263989806175,1.0,4.299241065979004,1,9,0.5226330757141113,{}
4607,36856,582104,single_D24,0.8721807599067688,0.5,58.08975601196289,1,29,1.549555778503418,{}
4608,36864,582336,single_D24,1.143977403640747,0.375,99.62125396728516,1,29,1.4841816425323486,{}
4609,36872,582408,single_D4,0.16949281096458435,0.875,12.504939079284668,1,9,0.4925544261932373,"{""first_sensory_field_gradient_norm"": 0.05402522534132004, ""early_r_gradient_norm"": 0.2042084038257599, ""early_r_rms"": 0.05204010754823685, ""early_a_gradient_norm"": 0.00980448629707098, ""early_a_rms"": 0.0, ""late_r_gradient_norm"": 0.10054198652505875, ""late_r_rms"": 0.2522573471069336, ""late_a_gradient_norm"": null, ""late_a_rms"": 0.04017024114727974, ""early_controller_r_gradient_norm"": 0.0007058173068799078, ""controller_gradient_norm"": 0.0031723484862595797, ""encoder_gradient_norm"": 4.015976428985596, ""raw_recurrent_gradient_rms"": 1.1000163794960827e-05, ""state_stats"": {""inactive_fraction"": 0.07790541648864746, ""feedback_rms"": 0.0036818310618400574, ""drive_rms"": 0.5849858522415161, ""coupling"": 0.009992606937885284}, ""effective_recurrent_relative_update"": 3.95179886254482e-05}"
4610,36880,582448,single_D0,0.012013722211122513,1.0,1.6211895942687988,1,5,0.2752366065979004,{}
4611,36888,582584,single_D12,0.30804145336151123,1.0,17.81563377380371,1,17,0.9126129150390625,{}
4612,36896,582720,single_D12,0.387834370136261,0.75,26.365007400512695,1,17,0.8922443389892578,{}
4613,36904,582792,single_D4,0.11487140506505966,0.875,17.979459762573242,1,9,0.4878883361816406,{}
4614,36912,582880,motion_D0,1.3263590335845947,0.25,22.531064987182617,1,11,0.6102006435394287,{}
4615,36920,583016,binding_D12,0.0003156258899252862,1.0,0.18040604889392853,0,17,0.8934001922607422,{}
4616,36928,583152,binding_D12,0.4639075994491577,0.875,74.52201080322266,1,17,0.9059929847717285,{}
4617,36936,583240,motion_D0,0.8357753753662109,0.5,16.202190399169922,1,11,0.6114075183868408,{}
4618,36944,583376,binding_D12,5.5899377912282944e-05,1.0,0.013983253389596939,0,17,0.921893835067749,{}
4619,36952,583512,binding_D12,6.228627171367407e-06,1.0,0.0008175880066119134,0,17,0.870793342590332,{}
4620,36960,583744,single_D24,1.8408620357513428,0.5,192.92283630371094,1,29,1.5038201808929443,{}
4621,36968,583784,single_D0,0.0004327316128183156,1.0,0.04870518296957016,0,5,0.27756309509277344,{}
4622,36976,584016,single_D24,1.0364927053451538,0.5,43.42351531982422,1,29,1.505357027053833,{}
4623,36984,584152,single_D12,0.35106030106544495,0.75,16.440231323242188,1,17,0.8788907527923584,{}
4624,36992,584384,single_D24,0.9601808786392212,0.5,103.80291748046875,1,29,1.5725903511047363,{}
4625,37000,584424,binding_D0,0.007340800482779741,1.0,2.357358455657959,1,5,0.2954413890838623,{}
4626,37008,584464,binding_D0,0.09836171567440033,0.875,24.11457633972168,1,5,0.28201913833618164,{}
4627,37016,584536,binding_D4,5.349427283363184e-06,1.0,0.0010092941811308265,0,9,0.4883689880371094,{}
4628,37024,584608,single_D4,0.03792161867022514,1.0,4.515392780303955,1,9,0.5149211883544922,{}
4629,37032,584680,single_D4,0.09389811009168625,1.0,23.01856803894043,1,9,0.4973301887512207,{}
4630,37040,584960,motion_D24,1.3871512413024902,0.25,3.7907497882843018,1,35,1.832827091217041,{}
4631,37048,585192,binding_D24,0.5358089804649353,0.875,49.71660614013672,1,29,1.4918265342712402,{}
4632,37056,585424,binding_D24,0.006823401432484388,1.0,3.5334389209747314,1,29,1.5300471782684326,{}
4633,37064,585656,binding_D24,0.000460407609352842,1.0,0.18933914601802826,0,29,1.5358037948608398,{}
4634,37072,585792,binding_D12,5.2373161452123895e-05,1.0,0.007522614672780037,0,17,0.9889459609985352,{}
4635,37080,585832,binding_D0,0.32885855436325073,0.875,27.66890525817871,1,5,0.3882925510406494,{}
4636,37088,586112,motion_D24,1.4131335020065308,0.125,0.6763281226158142,0,35,2.038121223449707,{}
4637,37096,586152,single_D0,0.005916793365031481,1.0,2.041654586791992,1,5,0.29650211334228516,{}
4638,37104,586384,single_D24,1.1851818561553955,0.5,88.6671371459961,1,29,1.555884599685669,{}
4639,37112,586424,single_D0,0.001389725599437952,1.0,0.34998953342437744,0,5,0.28722047805786133,{}
4640,37120,586496,single_D4,0.2574642598628998,0.875,18.173494338989258,1,9,0.6091122627258301,{}
4641,37128,586776,motion_D24,1.3923554420471191,0.125,2.798527717590332,1,35,1.9375135898590088,{}
4642,37136,586912,single_D12,0.9213807582855225,0.5,54.65706253051758,1,17,0.9832520484924316,{}
4643,37144,586952,binding_D0,2.4033262889133766e-05,1.0,0.010474083013832569,0,5,0.3220338821411133,{}
4644,37152,587088,single_D12,0.5325204133987427,0.625,34.288795471191406,1,17,0.9849140644073486,{}
4645,37160,587224,binding_D12,0.026890121400356293,1.0,11.998738288879395,1,17,1.0024373531341553,{}
4646,37168,587456,binding_D24,0.2440362125635147,0.875,75.2058334350586,1,29,1.7783358097076416,{}
4647,37176,587528,binding_D4,0.01370401680469513,1.0,3.327404260635376,1,9,0.5437746047973633,{}
4648,37184,587600,single_D4,0.2256285399198532,0.875,39.29322052001953,1,9,0.518524169921875,{}
4649,37192,587832,binding_D24,0.5138235092163086,0.875,44.684349060058594,1,29,1.5998046398162842,{}
