step,episodes,frames_total,condition,delay,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics,first_trial_id
4007,32056,673256,motion_duration_cued_D4,4,1.3861905336380005,0.25,0.008457615040242672,0,15,0.8082163333892822,{},SpatialBattery/train/61973001/motion_duration_cued/32048
4008,32064,673344,motion_duration_cued_D0,0,1.3864507675170898,0.25,0.019109120592474937,0,11,0.7780537605285645,{},SpatialBattery/train/61973001/motion_duration_cued/32056
4009,32072,673432,motion_duration_cued_D0,0,1.385382890701294,0.375,0.3050416111946106,0,11,0.6875791549682617,{},SpatialBattery/train/61973001/motion_duration_cued/32064
4010,32080,673552,motion_duration_cued_D4,4,1.3873493671417236,0.125,0.3048486113548279,0,15,0.8644702434539795,{},SpatialBattery/train/61973001/motion_duration_cued/32072
4011,32088,673736,motion_duration_cued_D12,12,1.3854700326919556,0.25,0.5227417349815369,0,23,1.8749418258666992,{},SpatialBattery/train/61973001/motion_duration_cued/32080
4012,32096,674016,motion_duration_cued_D24,24,1.3879094123840332,0.25,0.5257795453071594,0,35,2.684563159942627,{},SpatialBattery/train/61973001/motion_duration_cued/32088
4013,32104,674104,motion_duration_cued_D0,0,1.386989951133728,0.125,0.29455775022506714,0,11,0.5913827419281006,{},SpatialBattery/train/61973001/motion_duration_cued/32096
4014,32112,674224,motion_duration_cued_D4,4,1.3857462406158447,0.375,0.2938893735408783,0,15,0.995265007019043,{},SpatialBattery/train/61973001/motion_duration_cued/32104
4015,32120,674504,motion_duration_cued_D24,24,1.3870344161987305,0.0,0.5150350332260132,0,35,2.237806558609009,{},SpatialBattery/train/61973001/motion_duration_cued/32112
4016,32128,674688,motion_duration_cued_D12,12,1.386531114578247,0.125,0.511896014213562,0,23,1.415691614151001,{},SpatialBattery/train/61973001/motion_duration_cued/32120
4017,32136,674808,motion_duration_cued_D4,4,1.3851966857910156,0.25,0.5965151190757751,0,15,1.0147767066955566,{},SpatialBattery/train/61973001/motion_duration_cued/32128
4018,32144,674896,motion_duration_cued_D0,0,1.3892240524291992,0.25,0.5965133309364319,0,11,0.7017724514007568,{},SpatialBattery/train/61973001/motion_duration_cued/32136
4019,32152,675080,motion_duration_cued_D12,12,1.3862476348876953,0.25,0.29441142082214355,0,23,1.40142822265625,{},SpatialBattery/train/61973001/motion_duration_cued/32144
4020,32160,675360,motion_duration_cued_D24,24,1.386542797088623,0.25,0.29675352573394775,0,35,2.0885589122772217,{},SpatialBattery/train/61973001/motion_duration_cued/32152
4021,32168,675480,motion_duration_cued_D4,4,1.385878324508667,0.375,0.2948431074619293,0,15,0.8768250942230225,{},SpatialBattery/train/61973001/motion_duration_cued/32160
4022,32176,675760,motion_duration_cued_D24,24,1.3871264457702637,0.125,0.30177000164985657,0,35,1.9258325099945068,{},SpatialBattery/train/61973001/motion_duration_cued/32168
4023,32184,675944,motion_duration_cued_D12,12,1.386199712753296,0.25,0.2948426902294159,0,23,1.2692227363586426,{},SpatialBattery/train/61973001/motion_duration_cued/32176
4024,32192,676032,motion_duration_cued_D0,0,1.3866653442382812,0.25,0.29314926266670227,0,11,0.5952894687652588,{},SpatialBattery/train/61973001/motion_duration_cued/32184
4025,32200,676152,motion_duration_cued_D4,4,1.386446475982666,0.25,0.009820624254643917,0,15,0.7849500179290771,{},SpatialBattery/train/61973001/motion_duration_cued/32192
4026,32208,676240,motion_duration_cued_D0,0,1.3862165212631226,0.25,0.017880136147141457,0,11,0.5796334743499756,{},SpatialBattery/train/61973001/motion_duration_cued/32200
4027,32216,676424,motion_duration_cued_D12,12,1.3873791694641113,0.125,0.5175191164016724,0,23,1.2661283016204834,{},SpatialBattery/train/61973001/motion_duration_cued/32208
4028,32224,676704,motion_duration_cued_D24,24,1.3858972787857056,0.375,0.517505943775177,0,35,2.0026752948760986,{},SpatialBattery/train/61973001/motion_duration_cued/32216
4029,32232,676984,motion_duration_cued_D24,24,1.3862943649291992,0.25,0.0007132778409868479,0,35,1.8081254959106445,{},SpatialBattery/train/61973001/motion_duration_cued/32224
4030,32240,677104,motion_duration_cued_D4,4,1.3863776922225952,0.25,0.011145146563649178,0,15,0.7888281345367432,{},SpatialBattery/train/61973001/motion_duration_cued/32232
4031,32248,677192,motion_duration_cued_D0,0,1.3843032121658325,0.375,0.4255167245864868,0,11,0.6091110706329346,{},SpatialBattery/train/61973001/motion_duration_cued/32240
4032,32256,677376,motion_duration_cued_D12,12,1.3868975639343262,0.125,0.42823901772499084,0,23,1.200808048248291,{},SpatialBattery/train/61973001/motion_duration_cued/32248
4033,32264,677496,motion_duration_cued_D4,4,1.387357234954834,0.25,0.2956772744655609,0,15,0.780895471572876,{},SpatialBattery/train/61973001/motion_duration_cued/32256
4034,32272,677584,motion_duration_cued_D0,0,1.3850634098052979,0.25,0.28873389959335327,0,11,0.5803070068359375,{},SpatialBattery/train/61973001/motion_duration_cued/32264
4035,32280,677864,motion_duration_cued_D24,24,1.386242151260376,0.375,0.2932274341583252,0,35,1.8523011207580566,{},SpatialBattery/train/61973001/motion_duration_cued/32272
4036,32288,678048,motion_duration_cued_D12,12,1.386652946472168,0.125,0.2915223240852356,0,23,1.2414064407348633,{},SpatialBattery/train/61973001/motion_duration_cued/32280
4037,32296,678328,motion_duration_cued_D24,24,1.3866965770721436,0.25,0.298819363117218,0,35,2.29465913772583,{},SpatialBattery/train/61973001/motion_duration_cued/32288
4038,32304,678416,motion_duration_cued_D0,0,1.3876597881317139,0.25,0.29770123958587646,0,11,0.6236526966094971,{},SpatialBattery/train/61973001/motion_duration_cued/32296
4039,32312,678600,motion_duration_cued_D12,12,1.3852218389511108,0.375,0.6584518551826477,0,23,1.275519847869873,{},SpatialBattery/train/61973001/motion_duration_cued/32304
4040,32320,678720,motion_duration_cued_D4,4,1.388502836227417,0.0,0.6488264203071594,0,15,0.7919189929962158,{},SpatialBattery/train/61973001/motion_duration_cued/32312
4041,32328,678840,motion_duration_cued_D4,4,1.387117624282837,0.125,0.28864243626594543,0,15,1.0316085815429688,{},SpatialBattery/train/61973001/motion_duration_cued/32320
4042,32336,678928,motion_duration_cued_D0,0,1.3855211734771729,0.375,0.28333088755607605,0,11,0.7947578430175781,{},SpatialBattery/train/61973001/motion_duration_cued/32328
4043,32344,679112,motion_duration_cued_D12,12,1.385460615158081,0.375,0.2953316569328308,0,23,1.3109121322631836,{},SpatialBattery/train/61973001/motion_duration_cued/32336
4044,32352,679392,motion_duration_cued_D24,24,1.387596607208252,0.125,0.3016130030155182,0,35,1.9648988246917725,{},SpatialBattery/train/61973001/motion_duration_cued/32344
4045,32360,679672,motion_duration_cued_D24,24,1.3861753940582275,0.25,0.2979028820991516,0,35,1.8357810974121094,{},SpatialBattery/train/61973001/motion_duration_cued/32352
4046,32368,679856,motion_duration_cued_D12,12,1.3868190050125122,0.25,0.29739686846733093,0,23,1.3490335941314697,{},SpatialBattery/train/61973001/motion_duration_cued/32360
4047,32376,679976,motion_duration_cued_D4,4,1.3876235485076904,0.125,0.4101671576499939,0,15,0.7746117115020752,{},SpatialBattery/train/61973001/motion_duration_cued/32368
4048,32384,680064,motion_duration_cued_D0,0,1.3851851224899292,0.375,0.4045350253582001,0,11,0.613415002822876,{},SpatialBattery/train/61973001/motion_duration_cued/32376
4049,32392,680184,motion_duration_cued_D4,4,1.3878552913665771,0.125,0.6623091101646423,0,15,0.7802999019622803,{},SpatialBattery/train/61973001/motion_duration_cued/32384
4050,32400,680464,motion_duration_cued_D24,24,1.3897091150283813,0.0,0.6786282062530518,0,35,2.0283687114715576,{},SpatialBattery/train/61973001/motion_duration_cued/32392
4051,32408,680648,motion_duration_cued_D12,12,1.384812355041504,0.375,0.42330384254455566,0,23,1.348029613494873,{},SpatialBattery/train/61973001/motion_duration_cued/32400
4052,32416,680736,motion_duration_cued_D0,0,1.3863892555236816,0.25,0.42877084016799927,0,11,0.6571767330169678,{},SpatialBattery/train/61973001/motion_duration_cued/32408
4053,32424,680824,motion_duration_cued_D0,0,1.386872410774231,0.125,0.5065730214118958,0,11,0.6187193393707275,{},SpatialBattery/train/61973001/motion_duration_cued/32416
4054,32432,680944,motion_duration_cued_D4,4,1.386289358139038,0.375,0.5064393877983093,0,15,0.855431079864502,{},SpatialBattery/train/61973001/motion_duration_cued/32424
4055,32440,681128,motion_duration_cued_D12,12,1.3874599933624268,0.125,0.5207355618476868,0,23,1.3939664363861084,{},SpatialBattery/train/61973001/motion_duration_cued/32432
4056,32448,681408,motion_duration_cued_D24,24,1.3858921527862549,0.375,0.5161463618278503,0,35,2.04280686378479,{},SpatialBattery/train/61973001/motion_duration_cued/32440
4057,32456,681528,motion_duration_cued_D4,4,1.3857529163360596,0.25,0.28842586278915405,0,15,0.8566024303436279,{},SpatialBattery/train/61973001/motion_duration_cued/32448
4058,32464,681712,motion_duration_cued_D12,12,1.3862767219543457,0.25,0.2919618785381317,0,23,1.2867417335510254,{},SpatialBattery/train/61973001/motion_duration_cued/32456
4059,32472,681800,motion_duration_cued_D0,0,1.3858375549316406,0.125,0.49514567852020264,0,11,0.6159956455230713,{},SpatialBattery/train/61973001/motion_duration_cued/32464
4060,32480,682080,motion_duration_cued_D24,24,1.386204481124878,0.375,0.5102774500846863,0,35,2.2557151317596436,{},SpatialBattery/train/61973001/motion_duration_cued/32472
4061,32488,682200,motion_duration_cued_D4,4,1.3871010541915894,0.125,0.2897844612598419,0,15,0.8947217464447021,{},SpatialBattery/train/61973001/motion_duration_cued/32480
4062,32496,682384,motion_duration_cued_D12,12,1.3868087530136108,0.125,0.2946017384529114,0,23,1.4512224197387695,{},SpatialBattery/train/61973001/motion_duration_cued/32488
4063,32504,682472,motion_duration_cued_D0,0,1.3868746757507324,0.25,0.2795864939689636,0,11,0.7295608520507812,{},SpatialBattery/train/61973001/motion_duration_cued/32496
4064,32512,682752,motion_duration_cued_D24,24,1.3862143754959106,0.375,0.28724759817123413,0,35,2.0994110107421875,{},SpatialBattery/train/61973001/motion_duration_cued/32504
4065,32520,682872,motion_duration_cued_D4,4,1.3863990306854248,0.125,0.4062148928642273,0,15,0.8872337341308594,{},SpatialBattery/train/61973001/motion_duration_cued/32512
4066,32528,683152,motion_duration_cued_D24,24,1.3862991333007812,0.125,0.41464418172836304,0,35,2.076068878173828,{},SpatialBattery/train/61973001/motion_duration_cued/32520
4067,32536,683336,motion_duration_cued_D12,12,1.385884165763855,0.375,0.41771209239959717,0,23,1.362593173980713,{},SpatialBattery/train/61973001/motion_duration_cued/32528
4068,32544,683424,motion_duration_cued_D0,0,1.3850655555725098,0.25,0.4157460331916809,0,11,0.6748514175415039,{},SpatialBattery/train/61973001/motion_duration_cued/32536
4069,32552,683512,motion_duration_cued_D0,0,1.3855669498443604,0.375,0.2852442264556885,0,11,0.6428043842315674,{},SpatialBattery/train/61973001/motion_duration_cued/32544
4070,32560,683632,motion_duration_cued_D4,4,1.3871328830718994,0.125,0.28904440999031067,0,15,0.9771649837493896,{},SpatialBattery/train/61973001/motion_duration_cued/32552
4071,32568,683816,motion_duration_cued_D12,12,1.385589838027954,0.375,0.4161416292190552,0,23,1.4336066246032715,{},SpatialBattery/train/61973001/motion_duration_cued/32560
4072,32576,684096,motion_duration_cued_D24,24,1.3880984783172607,0.125,0.42364832758903503,0,35,2.022056818008423,{},SpatialBattery/train/61973001/motion_duration_cued/32568
4073,32584,684184,motion_duration_cued_D0,0,1.3854502439498901,0.0,0.2790432274341583,0,11,0.6406266689300537,{},SpatialBattery/train/61973001/motion_duration_cued/32576
4074,32592,684368,motion_duration_cued_D12,12,1.385957956314087,0.375,0.2854781150817871,0,23,1.3286921977996826,{},SpatialBattery/train/61973001/motion_duration_cued/32584
4075,32600,684488,motion_duration_cued_D4,4,1.386947512626648,0.25,0.4820233881473541,0,15,0.8759734630584717,{},SpatialBattery/train/61973001/motion_duration_cued/32592
4076,32608,684768,motion_duration_cued_D24,24,1.3875949382781982,0.0,0.4941949248313904,0,35,2.025581121444702,{},SpatialBattery/train/61973001/motion_duration_cued/32600
4077,32616,685048,motion_duration_cued_D24,24,1.3883557319641113,0.25,0.5045687556266785,0,35,2.0893194675445557,{},SpatialBattery/train/61973001/motion_duration_cued/32608
4078,32624,685136,motion_duration_cued_D0,0,1.3877085447311401,0.0,0.48523250222206116,0,11,0.7531213760375977,{},SpatialBattery/train/61973001/motion_duration_cued/32616
4079,32632,685256,motion_duration_cued_D4,4,1.3861907720565796,0.25,0.009223207831382751,0,15,0.9069817066192627,{},SpatialBattery/train/61973001/motion_duration_cued/32624
4080,32640,685440,motion_duration_cued_D12,12,1.3863290548324585,0.25,0.0042662485502660275,0,23,1.4057796001434326,{},SpatialBattery/train/61973001/motion_duration_cued/32632
4081,32648,685560,motion_duration_cued_D4,4,1.3868472576141357,0.25,0.28723251819610596,0,15,0.8551821708679199,{},SpatialBattery/train/61973001/motion_duration_cued/32640
4082,32656,685648,motion_duration_cued_D0,0,1.3858686685562134,0.25,0.28487858176231384,0,11,0.7071495056152344,{},SpatialBattery/train/61973001/motion_duration_cued/32648
4083,32664,685832,motion_duration_cued_D12,12,1.3856115341186523,0.375,0.410060316324234,0,23,1.31065034866333,{},SpatialBattery/train/61973001/motion_duration_cued/32656
4084,32672,686112,motion_duration_cued_D24,24,1.3876237869262695,0.125,0.41504374146461487,0,35,2.4122183322906494,{},SpatialBattery/train/61973001/motion_duration_cued/32664
4085,32680,686200,motion_duration_cued_D0,0,1.3888682126998901,0.125,0.49771708250045776,0,11,0.8729507923126221,{},SpatialBattery/train/61973001/motion_duration_cued/32672
4086,32688,686320,motion_duration_cued_D4,4,1.385762333869934,0.375,0.5026218891143799,0,15,1.1621065139770508,{},SpatialBattery/train/61973001/motion_duration_cued/32680
4087,32696,686504,motion_duration_cued_D12,12,1.385694980621338,0.25,0.29015859961509705,0,23,1.5433781147003174,{},SpatialBattery/train/61973001/motion_duration_cued/32688
4088,32704,686784,motion_duration_cued_D24,24,1.3871991634368896,0.25,0.2955448627471924,0,35,2.057281732559204,{},SpatialBattery/train/61973001/motion_duration_cued/32696
4089,32712,686872,motion_duration_cued_D0,0,1.386332631111145,0.25,0.28134414553642273,0,11,0.629885196685791,{},SpatialBattery/train/61973001/motion_duration_cued/32704
4090,32720,686992,motion_duration_cued_D4,4,1.3867197036743164,0.25,0.2857707738876343,0,15,0.9436202049255371,{},SpatialBattery/train/61973001/motion_duration_cued/32712
4091,32728,687176,motion_duration_cued_D12,12,1.3878138065338135,0.0,0.5827023386955261,0,23,1.289881706237793,{},SpatialBattery/train/61973001/motion_duration_cued/32720
4092,32736,687456,motion_duration_cued_D24,24,1.3856853246688843,0.5,0.584449052810669,0,35,1.9307096004486084,{},SpatialBattery/train/61973001/motion_duration_cued/32728
4093,32744,687640,motion_duration_cued_D12,12,1.3861061334609985,0.25,0.29762977361679077,0,23,1.4068279266357422,{},SpatialBattery/train/61973001/motion_duration_cued/32736
4094,32752,687728,motion_duration_cued_D0,0,1.3853967189788818,0.375,0.2923209071159363,0,11,0.6762800216674805,{},SpatialBattery/train/61973001/motion_duration_cued/32744
4095,32760,688008,motion_duration_cued_D24,24,1.3867653608322144,0.125,0.42114657163619995,0,35,2.106142044067383,{},SpatialBattery/train/61973001/motion_duration_cued/32752
4096,32768,688128,motion_duration_cued_D4,4,1.3866928815841675,0.25,0.4112280607223511,0,15,0.8711373805999756,{},SpatialBattery/train/61973001/motion_duration_cued/32760
4097,32776,688408,motion_duration_cued_D24,24,1.38664710521698,0.25,0.2949906885623932,0,35,2.06111216545105,"{""first_field_gradient"": 3.1504239217383656e-08, ""attention_gradient_norm"": 0.00291902176104486, ""priority_gradient_norm"": 0.2915166914463043, ""source_bias_gradient"": 7.142643153201789e-05, ""locality_gradient"": 7.108908448572038e-06}",SpatialBattery/train/61973001/motion_duration_cued/32768
4098,32784,688592,motion_duration_cued_D12,12,1.3863407373428345,0.25,0.2919681966304779,0,23,1.328279972076416,{},SpatialBattery/train/61973001/motion_duration_cued/32776
4099,32792,688712,motion_duration_cued_D4,4,1.386931300163269,0.25,0.2956664562225342,0,15,0.8624303340911865,{},SpatialBattery/train/61973001/motion_duration_cued/32784
4100,32800,688800,motion_duration_cued_D0,0,1.385573148727417,0.25,0.2944711148738861,0,11,0.6015517711639404,{},SpatialBattery/train/61973001/motion_duration_cued/32792
4101,32808,688920,motion_duration_cued_D4,4,1.3876506090164185,0.0,0.5048574805259705,0,15,0.8787178993225098,{},SpatialBattery/train/61973001/motion_duration_cued/32800
4102,32816,689008,motion_duration_cued_D0,0,1.38483726978302,0.25,0.4944506585597992,0,11,0.6471412181854248,{},SpatialBattery/train/61973001/motion_duration_cued/32808
4103,32824,689288,motion_duration_cued_D24,24,1.3861258029937744,0.25,0.2932758629322052,0,35,2.0996179580688477,{},SpatialBattery/train/61973001/motion_duration_cued/32816
4104,32832,689472,motion_duration_cued_D12,12,1.3866912126541138,0.25,0.29341843724250793,0,23,1.3432743549346924,{},SpatialBattery/train/61973001/motion_duration_cued/32824
4105,32840,689752,motion_duration_cued_D24,24,1.3864587545394897,0.25,0.29251623153686523,0,35,2.160468101501465,{},SpatialBattery/train/61973001/motion_duration_cued/32832
4106,32848,689872,motion_duration_cued_D4,4,1.387107253074646,0.125,0.28854861855506897,0,15,0.8499808311462402,{},SpatialBattery/train/61973001/motion_duration_cued/32840
4107,32856,689960,motion_duration_cued_D0,0,1.3851802349090576,0.125,0.6164332032203674,0,11,0.6625840663909912,{},SpatialBattery/train/61973001/motion_duration_cued/32848
4108,32864,690144,motion_duration_cued_D12,12,1.3885246515274048,0.125,0.6423521637916565,0,23,1.391836404800415,{},SpatialBattery/train/61973001/motion_duration_cued/32856
4109,32872,690424,motion_duration_cued_D24,24,1.3864476680755615,0.25,0.29622575640678406,0,35,2.130952835083008,{},SpatialBattery/train/61973001/motion_duration_cued/32864
4110,32880,690512,motion_duration_cued_D0,0,1.3880481719970703,0.25,0.2888700067996979,0,11,0.65704345703125,{},SpatialBattery/train/61973001/motion_duration_cued/32872
4111,32888,690696,motion_duration_cued_D12,12,1.3853683471679688,0.25,0.49531853199005127,0,23,1.4012763500213623,{},SpatialBattery/train/61973001/motion_duration_cued/32880
4112,32896,690816,motion_duration_cued_D4,4,1.388092041015625,0.0,0.48979318141937256,0,15,0.883411169052124,{},SpatialBattery/train/61973001/motion_duration_cued/32888
4113,32904,690904,motion_duration_cued_D0,0,1.3826804161071777,0.375,0.4863170087337494,0,11,0.6983776092529297,{},SpatialBattery/train/61973001/motion_duration_cued/32896
4114,32912,691088,motion_duration_cued_D12,12,1.388129472732544,0.125,0.5033634305000305,0,23,1.3151578903198242,{},SpatialBattery/train/61973001/motion_duration_cued/32904
4115,32920,691208,motion_duration_cued_D4,4,1.3888890743255615,0.0,0.4960416853427887,0,15,0.9041397571563721,{},SpatialBattery/train/61973001/motion_duration_cued/32912
4116,32928,691488,motion_duration_cued_D24,24,1.3863577842712402,0.125,0.5036305785179138,0,35,2.066633939743042,{},SpatialBattery/train/61973001/motion_duration_cued/32920
4117,32936,691672,motion_duration_cued_D12,12,1.3870320320129395,0.0,0.5801523327827454,0,23,1.4020719528198242,{},SpatialBattery/train/61973001/motion_duration_cued/32928
4118,32944,691952,motion_duration_cued_D24,24,1.3865017890930176,0.0,0.5803079605102539,0,35,1.9715240001678467,{},SpatialBattery/train/61973001/motion_duration_cued/32936
4119,32952,692072,motion_duration_cued_D4,4,1.3888096809387207,0.125,0.577282726764679,0,15,0.8429205417633057,{},SpatialBattery/train/61973001/motion_duration_cued/32944
4120,32960,692160,motion_duration_cued_D0,0,1.3838064670562744,0.25,0.5707544684410095,0,11,0.6394016742706299,{},SpatialBattery/train/61973001/motion_duration_cued/32952
4121,32968,692440,motion_duration_cued_D24,24,1.3854775428771973,0.25,0.4964483380317688,0,35,2.0177054405212402,{},SpatialBattery/train/61973001/motion_duration_cued/32960
4122,32976,692528,motion_duration_cued_D0,0,1.3878440856933594,0.0,0.47755512595176697,0,11,0.6159496307373047,{},SpatialBattery/train/61973001/motion_duration_cued/32968
4123,32984,692648,motion_duration_cued_D4,4,1.3864970207214355,0.25,0.2805439531803131,0,15,0.8498148918151855,{},SpatialBattery/train/61973001/motion_duration_cued/32976
4124,32992,692832,motion_duration_cued_D12,12,1.3861448764801025,0.25,0.2845504879951477,0,23,1.2863783836364746,{},SpatialBattery/train/61973001/motion_duration_cued/32984
4125,33000,693016,motion_duration_cued_D12,12,1.3865442276000977,0.125,0.5033122897148132,0,23,1.310349941253662,{},SpatialBattery/train/61973001/motion_duration_cued/32992
4126,33008,693104,motion_duration_cued_D0,0,1.3842933177947998,0.5,0.4924854636192322,0,11,0.7493171691894531,{},SpatialBattery/train/61973001/motion_duration_cued/33000
4127,33016,693224,motion_duration_cued_D4,4,1.386211633682251,0.375,0.2819838523864746,0,15,1.0617575645446777,{},SpatialBattery/train/61973001/motion_duration_cued/33008
4128,33024,693504,motion_duration_cued_D24,24,1.3872367143630981,0.125,0.2912580966949463,0,35,2.0267598628997803,{},SpatialBattery/train/61973001/motion_duration_cued/33016
4129,33032,693784,motion_duration_cued_D24,24,1.3871450424194336,0.375,0.5051551461219788,0,35,2.1335370540618896,{},SpatialBattery/train/61973001/motion_duration_cued/33024
4130,33040,693904,motion_duration_cued_D4,4,1.388777494430542,0.0,0.49417951703071594,0,15,0.9071240425109863,{},SpatialBattery/train/61973001/motion_duration_cued/33032
4131,33048,694088,motion_duration_cued_D12,12,1.386971116065979,0.125,0.2875714898109436,0,23,1.3623912334442139,{},SpatialBattery/train/61973001/motion_duration_cued/33040
4132,33056,694176,motion_duration_cued_D0,0,1.3865658044815063,0.125,0.2739902436733246,0,11,0.6495950222015381,{},SpatialBattery/train/61973001/motion_duration_cued/33048
4133,33064,694264,motion_duration_cued_D0,0,1.3869976997375488,0.125,0.3820185959339142,0,11,0.6407184600830078,{},SpatialBattery/train/61973001/motion_duration_cued/33056
4134,33072,694448,motion_duration_cued_D12,12,1.386871576309204,0.125,0.40051329135894775,0,23,1.3646652698516846,{},SpatialBattery/train/61973001/motion_duration_cued/33064
4135,33080,694728,motion_duration_cued_D24,24,1.3867278099060059,0.25,0.2910129129886627,0,35,2.0093767642974854,{},SpatialBattery/train/61973001/motion_duration_cued/33072
4136,33088,694848,motion_duration_cued_D4,4,1.3875200748443604,0.125,0.28693050146102905,0,15,0.9089398384094238,{},SpatialBattery/train/61973001/motion_duration_cued/33080
4137,33096,694968,motion_duration_cued_D4,4,1.386955738067627,0.25,0.28150129318237305,0,15,0.8646130561828613,{},SpatialBattery/train/61973001/motion_duration_cued/33088
4138,33104,695152,motion_duration_cued_D12,12,1.3864192962646484,0.125,0.2872423827648163,0,23,1.3519153594970703,{},SpatialBattery/train/61973001/motion_duration_cued/33096
4139,33112,695240,motion_duration_cued_D0,0,1.3863816261291504,0.25,0.27301427721977234,0,11,0.7505927085876465,{},SpatialBattery/train/61973001/motion_duration_cued/33104
4140,33120,695520,motion_duration_cued_D24,24,1.386649489402771,0.125,0.2882067561149597,0,35,1.9924225807189941,{},SpatialBattery/train/61973001/motion_duration_cued/33112
4141,33128,695800,motion_duration_cued_D24,24,1.3859916925430298,0.375,0.2956252098083496,0,35,2.040407657623291,{},SpatialBattery/train/61973001/motion_duration_cued/33120
4142,33136,695920,motion_duration_cued_D4,4,1.3860557079315186,0.375,0.2947918176651001,0,15,0.8904485702514648,{},SpatialBattery/train/61973001/motion_duration_cued/33128
4143,33144,696104,motion_duration_cued_D12,12,1.3867671489715576,0.125,0.2987954616546631,0,23,1.4449987411499023,{},SpatialBattery/train/61973001/motion_duration_cued/33136
4144,33152,696192,motion_duration_cued_D0,0,1.387401819229126,0.125,0.29660600423812866,0,11,0.6271636486053467,{},SpatialBattery/train/61973001/motion_duration_cued/33144
4145,33160,696312,motion_duration_cued_D4,4,1.3867689371109009,0.25,0.28500688076019287,0,15,0.8534340858459473,{},SpatialBattery/train/61973001/motion_duration_cued/33152
4146,33168,696592,motion_duration_cued_D24,24,1.3867367506027222,0.125,0.2933112680912018,0,35,1.9396758079528809,{},SpatialBattery/train/61973001/motion_duration_cued/33160
4147,33176,696776,motion_duration_cued_D12,12,1.3858720064163208,0.375,0.2903141379356384,0,23,1.395392656326294,{},SpatialBattery/train/61973001/motion_duration_cued/33168
4148,33184,696864,motion_duration_cued_D0,0,1.3861455917358398,0.25,0.27944374084472656,0,11,0.636817455291748,{},SpatialBattery/train/61973001/motion_duration_cued/33176
4149,33192,696952,motion_duration_cued_D0,0,1.385105013847351,0.375,0.2790268659591675,0,11,0.6266112327575684,{},SpatialBattery/train/61973001/motion_duration_cued/33184
4150,33200,697072,motion_duration_cued_D4,4,1.3870773315429688,0.125,0.2901053726673126,0,15,0.8701803684234619,{},SpatialBattery/train/61973001/motion_duration_cued/33192
4151,33208,697256,motion_duration_cued_D12,12,1.3858855962753296,0.375,0.2908872663974762,0,23,1.3031532764434814,{},SpatialBattery/train/61973001/motion_duration_cued/33200
4152,33216,697536,motion_duration_cued_D24,24,1.3870882987976074,0.125,0.2948583662509918,0,35,2.0293397903442383,{},SpatialBattery/train/61973001/motion_duration_cued/33208
4153,33224,697720,motion_duration_cued_D12,12,1.3863379955291748,0.25,0.0038805340882390738,0,23,1.3115332126617432,{},SpatialBattery/train/61973001/motion_duration_cued/33216
4154,33232,697808,motion_duration_cued_D0,0,1.3863487243652344,0.25,0.017237914726138115,0,11,0.6705236434936523,{},SpatialBattery/train/61973001/motion_duration_cued/33224
4155,33240,698088,motion_duration_cued_D24,24,1.3848869800567627,0.5,0.5840504169464111,0,35,2.0826172828674316,{},SpatialBattery/train/61973001/motion_duration_cued/33232
4156,33248,698208,motion_duration_cued_D4,4,1.387630581855774,0.25,0.5810514688491821,0,15,0.89851975440979,{},SpatialBattery/train/61973001/motion_duration_cued/33240
4157,33256,698392,motion_duration_cued_D12,12,1.3862719535827637,0.25,0.2969437837600708,0,23,1.354874610900879,{},SpatialBattery/train/61973001/motion_duration_cued/33248
4158,33264,698512,motion_duration_cued_D4,4,1.3860688209533691,0.375,0.2958463430404663,0,15,0.8722333908081055,{},SpatialBattery/train/61973001/motion_duration_cued/33256
4159,33272,698600,motion_duration_cued_D0,0,1.3866183757781982,0.25,0.28246140480041504,0,11,0.6135163307189941,{},SpatialBattery/train/61973001/motion_duration_cued/33264
4160,33280,698880,motion_duration_cued_D24,24,1.3855544328689575,0.375,0.28977230191230774,0,35,2.030353307723999,{},SpatialBattery/train/61973001/motion_duration_cued/33272
4161,33288,698968,motion_duration_cued_D0,0,1.388073444366455,0.125,0.4985218644142151,0,11,0.6595964431762695,{},SpatialBattery/train/61973001/motion_duration_cued/33280
4162,33296,699248,motion_duration_cued_D24,24,1.3877488374710083,0.25,0.5143246054649353,0,35,1.9902565479278564,{},SpatialBattery/train/61973001/motion_duration_cued/33288
4163,33304,699368,motion_duration_cued_D4,4,1.386369228363037,0.125,0.5013197064399719,0,15,0.8608472347259521,{},SpatialBattery/train/61973001/motion_duration_cued/33296
4164,33312,699552,motion_duration_cued_D12,12,1.388379693031311,0.0,0.5105586051940918,0,23,1.3333158493041992,{},SpatialBattery/train/61973001/motion_duration_cued/33304
4165,33320,699736,motion_duration_cued_D12,12,1.386271357536316,0.25,0.0039031875785440207,0,23,1.443540334701538,{},SpatialBattery/train/61973001/motion_duration_cued/33312
4166,33328,699824,motion_duration_cued_D0,0,1.3863308429718018,0.25,0.019278166815638542,0,11,0.6624429225921631,{},SpatialBattery/train/61973001/motion_duration_cued/33320
4167,33336,699944,motion_duration_cued_D4,4,1.3856573104858398,0.375,0.40762409567832947,0,15,0.954535961151123,{},SpatialBattery/train/61973001/motion_duration_cued/33328
