step,episodes,frames_total,condition,delay,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics,first_trial_id
1,8,88,motion_duration_cued_D0,0,1.4743014574050903,0.0,8.6288480758667,1,11,2.450795888900757,"{""first_field_gradient"": 0.00011889230518136173, ""attention_gradient_norm"": 0.05265121906995773, ""priority_gradient_norm"": 0.5987789034843445, ""source_bias_gradient"": 0.0016178821679204702, ""locality_gradient"": 2.784333992167376e-05}",SpatialBattery/train/61973001/motion_duration_cued/0
2,16,208,motion_duration_cued_D4,4,1.517666220664978,0.125,8.584896087646484,1,15,0.819054365158081,{},SpatialBattery/train/61973001/motion_duration_cued/8
3,24,392,motion_duration_cued_D12,12,1.439266562461853,0.125,5.349193096160889,1,23,1.1839971542358398,{},SpatialBattery/train/61973001/motion_duration_cued/16
4,32,672,motion_duration_cued_D24,24,1.409663200378418,0.125,4.29324197769165,1,35,1.7953777313232422,{},SpatialBattery/train/61973001/motion_duration_cued/24
5,40,760,motion_duration_cued_D0,0,1.391872763633728,0.125,3.0484800338745117,1,11,0.5633890628814697,{},SpatialBattery/train/61973001/motion_duration_cued/32
6,48,944,motion_duration_cued_D12,12,1.4200934171676636,0.125,3.1070547103881836,1,23,1.151310920715332,{},SpatialBattery/train/61973001/motion_duration_cued/40
7,56,1064,motion_duration_cued_D4,4,1.4096802473068237,0.125,3.3420588970184326,1,15,0.7497825622558594,{},SpatialBattery/train/61973001/motion_duration_cued/48
8,64,1344,motion_duration_cued_D24,24,1.3907020092010498,0.375,2.9200732707977295,1,35,1.802314281463623,{},SpatialBattery/train/61973001/motion_duration_cued/56
9,72,1432,motion_duration_cued_D0,0,1.3619797229766846,0.375,2.0337774753570557,1,11,0.5634498596191406,{},SpatialBattery/train/61973001/motion_duration_cued/64
10,80,1616,motion_duration_cued_D12,12,1.4161999225616455,0.125,2.744610548019409,1,23,1.1832642555236816,{},SpatialBattery/train/61973001/motion_duration_cued/72
11,88,1896,motion_duration_cued_D24,24,1.3896561861038208,0.125,2.5714852809906006,1,35,1.7525880336761475,{},SpatialBattery/train/61973001/motion_duration_cued/80
12,96,2016,motion_duration_cued_D4,4,1.4056951999664307,0.375,2.8381459712982178,1,15,0.7694215774536133,{},SpatialBattery/train/61973001/motion_duration_cued/88
13,104,2296,motion_duration_cued_D24,24,1.4010080099105835,0.125,2.5246782302856445,1,35,1.7533378601074219,{},SpatialBattery/train/61973001/motion_duration_cued/96
14,112,2384,motion_duration_cued_D0,0,1.3811984062194824,0.25,2.3371849060058594,1,11,0.5677971839904785,{},SpatialBattery/train/61973001/motion_duration_cued/104
15,120,2568,motion_duration_cued_D12,12,1.379753828048706,0.25,1.7926081418991089,1,23,1.2003793716430664,{},SpatialBattery/train/61973001/motion_duration_cued/112
16,128,2688,motion_duration_cued_D4,4,1.396457552909851,0.125,2.3069493770599365,1,15,0.7624571323394775,{},SpatialBattery/train/61973001/motion_duration_cued/120
17,136,2872,motion_duration_cued_D12,12,1.3676979541778564,0.25,1.5594518184661865,1,23,1.1607179641723633,{},SpatialBattery/train/61973001/motion_duration_cued/128
18,144,2992,motion_duration_cued_D4,4,1.4036009311676025,0.125,2.6722848415374756,1,15,0.7941138744354248,{},SpatialBattery/train/61973001/motion_duration_cued/136
19,152,3272,motion_duration_cued_D24,24,1.4114500284194946,0.125,2.5522303581237793,1,35,1.7671656608581543,{},SpatialBattery/train/61973001/motion_duration_cued/144
20,160,3360,motion_duration_cued_D0,0,1.3816829919815063,0.125,2.518531560897827,1,11,0.5670680999755859,{},SpatialBattery/train/61973001/motion_duration_cued/152
21,168,3640,motion_duration_cued_D24,24,1.4482438564300537,0.125,4.400512218475342,1,35,1.7475407123565674,{},SpatialBattery/train/61973001/motion_duration_cued/160
22,176,3760,motion_duration_cued_D4,4,1.4041190147399902,0.125,5.251743316650391,1,15,0.7722785472869873,{},SpatialBattery/train/61973001/motion_duration_cued/168
23,184,3848,motion_duration_cued_D0,0,1.4023901224136353,0.125,3.207094192504883,1,11,0.5648002624511719,{},SpatialBattery/train/61973001/motion_duration_cued/176
24,192,4032,motion_duration_cued_D12,12,1.402376413345337,0.25,2.675591230392456,1,23,1.188788652420044,{},SpatialBattery/train/61973001/motion_duration_cued/184
25,200,4216,motion_duration_cued_D12,12,1.3744101524353027,0.25,1.6467382907867432,1,23,1.184757947921753,{},SpatialBattery/train/61973001/motion_duration_cued/192
26,208,4496,motion_duration_cued_D24,24,1.4176498651504517,0.25,2.1206047534942627,1,35,1.7713608741760254,{},SpatialBattery/train/61973001/motion_duration_cued/200
27,216,4584,motion_duration_cued_D0,0,1.4062469005584717,0.125,2.6409623622894287,1,11,0.5702061653137207,{},SpatialBattery/train/61973001/motion_duration_cued/208
28,224,4704,motion_duration_cued_D4,4,1.3766435384750366,0.375,1.8963956832885742,1,15,0.7643938064575195,{},SpatialBattery/train/61973001/motion_duration_cued/216
29,232,4824,motion_duration_cued_D4,4,1.3719050884246826,0.375,1.9612454175949097,1,15,0.7818341255187988,{},SpatialBattery/train/61973001/motion_duration_cued/224
30,240,4912,motion_duration_cued_D0,0,1.4243290424346924,0.125,2.9048821926116943,1,11,0.5621316432952881,{},SpatialBattery/train/61973001/motion_duration_cued/232
31,248,5096,motion_duration_cued_D12,12,1.4003889560699463,0.125,2.1106619834899902,1,23,1.1962926387786865,{},SpatialBattery/train/61973001/motion_duration_cued/240
32,256,5376,motion_duration_cued_D24,24,1.3857499361038208,0.375,1.9497045278549194,1,35,1.7946925163269043,{},SpatialBattery/train/61973001/motion_duration_cued/248
33,264,5560,motion_duration_cued_D12,12,1.3747249841690063,0.25,1.8721967935562134,1,23,1.2430610656738281,{},SpatialBattery/train/61973001/motion_duration_cued/256
34,272,5648,motion_duration_cued_D0,0,1.376860499382019,0.25,2.2367794513702393,1,11,0.6327545642852783,{},SpatialBattery/train/61973001/motion_duration_cued/264
35,280,5928,motion_duration_cued_D24,24,1.4103724956512451,0.25,3.2301721572875977,1,35,1.9379923343658447,{},SpatialBattery/train/61973001/motion_duration_cued/272
36,288,6048,motion_duration_cued_D4,4,1.4151225090026855,0.25,4.037445545196533,1,15,0.7635898590087891,{},SpatialBattery/train/61973001/motion_duration_cued/280
37,296,6328,motion_duration_cued_D24,24,1.4017542600631714,0.125,1.9681519269943237,1,35,1.8120689392089844,{},SpatialBattery/train/61973001/motion_duration_cued/288
38,304,6448,motion_duration_cued_D4,4,1.3846665620803833,0.25,1.7574543952941895,1,15,0.8850569725036621,{},SpatialBattery/train/61973001/motion_duration_cued/296
39,312,6536,motion_duration_cued_D0,0,1.3820679187774658,0.375,1.4714758396148682,1,11,0.578498125076294,{},SpatialBattery/train/61973001/motion_duration_cued/304
40,320,6720,motion_duration_cued_D12,12,1.3912713527679443,0.125,1.550065517425537,1,23,1.2634871006011963,{},SpatialBattery/train/61973001/motion_duration_cued/312
41,328,6904,motion_duration_cued_D12,12,1.3849111795425415,0.125,2.505120038986206,1,23,1.2248165607452393,{},SpatialBattery/train/61973001/motion_duration_cued/320
42,336,7024,motion_duration_cued_D4,4,1.380603551864624,0.375,2.681260347366333,1,15,0.8418736457824707,{},SpatialBattery/train/61973001/motion_duration_cued/328
43,344,7304,motion_duration_cued_D24,24,1.38436758518219,0.25,1.3977259397506714,1,35,1.8454973697662354,{},SpatialBattery/train/61973001/motion_duration_cued/336
44,352,7392,motion_duration_cued_D0,0,1.3850356340408325,0.375,1.671971321105957,1,11,0.5725483894348145,{},SpatialBattery/train/61973001/motion_duration_cued/344
45,360,7672,motion_duration_cued_D24,24,1.387230396270752,0.25,0.21211600303649902,0,35,1.768977165222168,{},SpatialBattery/train/61973001/motion_duration_cued/352
46,368,7856,motion_duration_cued_D12,12,1.387125015258789,0.25,0.1878954917192459,0,23,1.1843576431274414,{},SpatialBattery/train/61973001/motion_duration_cued/360
47,376,7976,motion_duration_cued_D4,4,1.3793065547943115,0.375,1.4147883653640747,1,15,0.7804553508758545,{},SpatialBattery/train/61973001/motion_duration_cued/368
48,384,8064,motion_duration_cued_D0,0,1.4086049795150757,0.125,2.097764253616333,1,11,0.5700900554656982,{},SpatialBattery/train/61973001/motion_duration_cued/376
49,392,8344,motion_duration_cued_D24,24,1.38231360912323,0.25,1.5031036138534546,1,35,1.7778515815734863,{},SpatialBattery/train/61973001/motion_duration_cued/384
50,400,8432,motion_duration_cued_D0,0,1.375370979309082,0.375,1.75978422164917,1,11,0.5673024654388428,{},SpatialBattery/train/61973001/motion_duration_cued/392
51,408,8552,motion_duration_cued_D4,4,1.3758985996246338,0.375,1.7968640327453613,1,15,0.7667641639709473,{},SpatialBattery/train/61973001/motion_duration_cued/400
52,416,8736,motion_duration_cued_D12,12,1.3843915462493896,0.25,1.7696737051010132,1,23,1.181316614151001,{},SpatialBattery/train/61973001/motion_duration_cued/408
53,424,9016,motion_duration_cued_D24,24,1.3682504892349243,0.5,3.008425235748291,1,35,1.7707321643829346,{},SpatialBattery/train/61973001/motion_duration_cued/416
54,432,9104,motion_duration_cued_D0,0,1.3604559898376465,0.375,3.466374635696411,1,11,0.5578577518463135,{},SpatialBattery/train/61973001/motion_duration_cued/424
55,440,9224,motion_duration_cued_D4,4,1.3943979740142822,0.125,3.6059160232543945,1,15,0.7878222465515137,{},SpatialBattery/train/61973001/motion_duration_cued/432
56,448,9408,motion_duration_cued_D12,12,1.4225636720657349,0.0,3.1977767944335938,1,23,1.1794302463531494,{},SpatialBattery/train/61973001/motion_duration_cued/440
57,456,9496,motion_duration_cued_D0,0,1.3646001815795898,0.5,3.177196741104126,1,11,0.5561223030090332,{},SpatialBattery/train/61973001/motion_duration_cued/448
58,464,9616,motion_duration_cued_D4,4,1.4148222208023071,0.0,4.021676540374756,1,15,0.7765421867370605,{},SpatialBattery/train/61973001/motion_duration_cued/456
59,472,9800,motion_duration_cued_D12,12,1.3757290840148926,0.25,1.9623125791549683,1,23,1.1819109916687012,{},SpatialBattery/train/61973001/motion_duration_cued/464
60,480,10080,motion_duration_cued_D24,24,1.417270541191101,0.25,2.573540687561035,1,35,1.797485589981079,{},SpatialBattery/train/61973001/motion_duration_cued/472
61,488,10168,motion_duration_cued_D0,0,1.348632574081421,0.5,3.6973953247070312,1,11,0.560234546661377,{},SpatialBattery/train/61973001/motion_duration_cued/480
62,496,10352,motion_duration_cued_D12,12,1.3660796880722046,0.25,2.956753730773926,1,23,1.1660597324371338,{},SpatialBattery/train/61973001/motion_duration_cued/488
63,504,10472,motion_duration_cued_D4,4,1.3714711666107178,0.375,2.0515167713165283,1,15,0.7660531997680664,{},SpatialBattery/train/61973001/motion_duration_cued/496
64,512,10752,motion_duration_cued_D24,24,1.3809090852737427,0.375,1.8713475465774536,1,35,1.8120536804199219,{},SpatialBattery/train/61973001/motion_duration_cued/504
65,520,10840,motion_duration_cued_D0,0,1.397487759590149,0.25,1.5566763877868652,1,11,0.5750012397766113,{},SpatialBattery/train/61973001/motion_duration_cued/512
66,528,11024,motion_duration_cued_D12,12,1.3900084495544434,0.25,0.6494075059890747,0,23,1.1641290187835693,{},SpatialBattery/train/61973001/motion_duration_cued/520
67,536,11304,motion_duration_cued_D24,24,1.3807194232940674,0.25,1.2916830778121948,1,35,1.7830898761749268,{},SpatialBattery/train/61973001/motion_duration_cued/528
68,544,11424,motion_duration_cued_D4,4,1.3871670961380005,0.25,1.3815337419509888,1,15,0.7605161666870117,{},SpatialBattery/train/61973001/motion_duration_cued/536
69,552,11512,motion_duration_cued_D0,0,1.403885006904602,0.125,3.9034698009490967,1,11,0.5675897598266602,{},SpatialBattery/train/61973001/motion_duration_cued/544
70,560,11632,motion_duration_cued_D4,4,1.4075815677642822,0.375,3.4789998531341553,1,15,0.7931058406829834,{},SpatialBattery/train/61973001/motion_duration_cued/552
71,568,11816,motion_duration_cued_D12,12,1.369821310043335,0.25,1.2545894384384155,1,23,1.198793649673462,{},SpatialBattery/train/61973001/motion_duration_cued/560
72,576,12096,motion_duration_cued_D24,24,1.4245673418045044,0.25,2.0729339122772217,1,35,1.8067607879638672,{},SpatialBattery/train/61973001/motion_duration_cued/568
73,584,12280,motion_duration_cued_D12,12,1.3543505668640137,0.5,3.5331780910491943,1,23,1.2174248695373535,{},SpatialBattery/train/61973001/motion_duration_cued/576
74,592,12400,motion_duration_cued_D4,4,1.3617068529129028,0.375,5.00189733505249,1,15,0.819929838180542,{},SpatialBattery/train/61973001/motion_duration_cued/584
75,600,12488,motion_duration_cued_D0,0,1.3679345846176147,0.25,1.54240882396698,1,11,0.5876381397247314,{},SpatialBattery/train/61973001/motion_duration_cued/592
76,608,12768,motion_duration_cued_D24,24,1.3860973119735718,0.375,1.6353400945663452,1,35,1.8278131484985352,{},SpatialBattery/train/61973001/motion_duration_cued/600
77,616,13048,motion_duration_cued_D24,24,1.381295919418335,0.375,1.2912899255752563,1,35,1.825268030166626,{},SpatialBattery/train/61973001/motion_duration_cued/608
78,624,13168,motion_duration_cued_D4,4,1.3922454118728638,0.25,1.3841933012008667,1,15,0.7690708637237549,{},SpatialBattery/train/61973001/motion_duration_cued/616
79,632,13352,motion_duration_cued_D12,12,1.43012273311615,0.25,3.5495243072509766,1,23,1.2861318588256836,{},SpatialBattery/train/61973001/motion_duration_cued/624
80,640,13440,motion_duration_cued_D0,0,1.4558372497558594,0.0,5.695444583892822,1,11,0.5754523277282715,{},SpatialBattery/train/61973001/motion_duration_cued/632
81,648,13528,motion_duration_cued_D0,0,1.348941445350647,0.375,1.9234834909439087,1,11,0.6172261238098145,{},SpatialBattery/train/61973001/motion_duration_cued/640
82,656,13712,motion_duration_cued_D12,12,1.3690955638885498,0.375,2.4559481143951416,1,23,1.1861944198608398,{},SpatialBattery/train/61973001/motion_duration_cued/648
83,664,13832,motion_duration_cued_D4,4,1.3568052053451538,0.125,4.015406608581543,1,15,0.7644755840301514,{},SpatialBattery/train/61973001/motion_duration_cued/656
84,672,14112,motion_duration_cued_D24,24,1.3476513624191284,0.5,4.428073883056641,1,35,1.8580358028411865,{},SpatialBattery/train/61973001/motion_duration_cued/664
85,680,14200,motion_duration_cued_D0,0,1.311185598373413,0.375,2.7208797931671143,1,11,0.6133594512939453,{},SpatialBattery/train/61973001/motion_duration_cued/672
86,688,14480,motion_duration_cued_D24,24,1.3579843044281006,0.375,3.150578260421753,1,35,1.8321714401245117,{},SpatialBattery/train/61973001/motion_duration_cued/680
87,696,14600,motion_duration_cued_D4,4,1.4049012660980225,0.25,2.291322708129883,1,15,0.7784445285797119,{},SpatialBattery/train/61973001/motion_duration_cued/688
88,704,14784,motion_duration_cued_D12,12,1.391808032989502,0.25,1.0285677909851074,1,23,1.1888139247894287,{},SpatialBattery/train/61973001/motion_duration_cued/696
89,712,15064,motion_duration_cued_D24,24,1.4504094123840332,0.125,4.73367166519165,1,35,1.7847812175750732,{},SpatialBattery/train/61973001/motion_duration_cued/704
90,720,15152,motion_duration_cued_D0,0,1.4948703050613403,0.25,7.637624740600586,1,11,0.5610861778259277,{},SpatialBattery/train/61973001/motion_duration_cued/712
91,728,15272,motion_duration_cued_D4,4,1.3448210954666138,0.375,2.0286362171173096,1,15,0.7663590908050537,{},SpatialBattery/train/61973001/motion_duration_cued/720
92,736,15456,motion_duration_cued_D12,12,1.3689134120941162,0.375,2.3367762565612793,1,23,1.220574140548706,{},SpatialBattery/train/61973001/motion_duration_cued/728
93,744,15544,motion_duration_cued_D0,0,1.4275254011154175,0.125,3.531066656112671,1,11,0.5621681213378906,{},SpatialBattery/train/61973001/motion_duration_cued/736
94,752,15824,motion_duration_cued_D24,24,1.3874750137329102,0.25,1.4336529970169067,1,35,1.8663597106933594,{},SpatialBattery/train/61973001/motion_duration_cued/744
95,760,16008,motion_duration_cued_D12,12,1.3923156261444092,0.25,1.1903036832809448,1,23,1.2855300903320312,{},SpatialBattery/train/61973001/motion_duration_cued/752
96,768,16128,motion_duration_cued_D4,4,1.3993324041366577,0.25,2.0937435626983643,1,15,0.7669882774353027,{},SpatialBattery/train/61973001/motion_duration_cued/760
97,776,16216,motion_duration_cued_D0,0,1.4898549318313599,0.125,7.940981388092041,1,11,0.5664246082305908,{},SpatialBattery/train/61973001/motion_duration_cued/768
98,784,16496,motion_duration_cued_D24,24,1.4605755805969238,0.125,4.326590538024902,1,35,1.7799108028411865,{},SpatialBattery/train/61973001/motion_duration_cued/776
99,792,16616,motion_duration_cued_D4,4,1.3647860288619995,0.25,4.739433288574219,1,15,0.7659718990325928,{},SpatialBattery/train/61973001/motion_duration_cued/784
100,800,16800,motion_duration_cued_D12,12,1.336199164390564,0.375,3.6362011432647705,1,23,1.1851351261138916,{},SpatialBattery/train/61973001/motion_duration_cued/792
101,808,16984,motion_duration_cued_D12,12,1.412327766418457,0.25,2.3121964931488037,1,23,1.172950029373169,{},SpatialBattery/train/61973001/motion_duration_cued/800
102,816,17264,motion_duration_cued_D24,24,1.3732572793960571,0.25,1.0888395309448242,1,35,1.8332951068878174,{},SpatialBattery/train/61973001/motion_duration_cued/808
103,824,17384,motion_duration_cued_D4,4,1.3562464714050293,0.375,3.238646984100342,1,15,0.7811825275421143,{},SpatialBattery/train/61973001/motion_duration_cued/816
104,832,17472,motion_duration_cued_D0,0,1.4610146284103394,0.25,5.736005783081055,1,11,0.5730302333831787,{},SpatialBattery/train/61973001/motion_duration_cued/824
105,840,17560,motion_duration_cued_D0,0,1.3567861318588257,0.25,1.1583356857299805,1,11,0.573735237121582,{},SpatialBattery/train/61973001/motion_duration_cued/832
106,848,17680,motion_duration_cued_D4,4,1.4380788803100586,0.125,3.414611577987671,1,15,0.7766611576080322,{},SpatialBattery/train/61973001/motion_duration_cued/840
107,856,17864,motion_duration_cued_D12,12,1.396299123764038,0.125,1.3569294214248657,1,23,1.183490514755249,{},SpatialBattery/train/61973001/motion_duration_cued/848
108,864,18144,motion_duration_cued_D24,24,1.389858603477478,0.375,1.5222584009170532,1,35,1.8034899234771729,{},SpatialBattery/train/61973001/motion_duration_cued/856
109,872,18424,motion_duration_cued_D24,24,1.3871879577636719,0.375,1.4401848316192627,1,35,1.783111810684204,{},SpatialBattery/train/61973001/motion_duration_cued/864
110,880,18608,motion_duration_cued_D12,12,1.4008492231369019,0.125,1.3543413877487183,1,23,1.2080450057983398,{},SpatialBattery/train/61973001/motion_duration_cued/872
111,888,18728,motion_duration_cued_D4,4,1.3960133790969849,0.25,1.0718046426773071,1,15,0.837162971496582,{},SpatialBattery/train/61973001/motion_duration_cued/880
112,896,18816,motion_duration_cued_D0,0,1.4010567665100098,0.25,1.168857455253601,1,11,0.572979211807251,{},SpatialBattery/train/61973001/motion_duration_cued/888
113,904,19096,motion_duration_cued_D24,24,1.3810770511627197,0.375,1.7161186933517456,1,35,1.810617446899414,{},SpatialBattery/train/61973001/motion_duration_cued/896
114,912,19280,motion_duration_cued_D12,12,1.4010074138641357,0.125,1.6289055347442627,1,23,1.2110686302185059,{},SpatialBattery/train/61973001/motion_duration_cued/904
115,920,19400,motion_duration_cued_D4,4,1.3627558946609497,0.375,1.226208209991455,1,15,0.8000695705413818,{},SpatialBattery/train/61973001/motion_duration_cued/912
116,928,19488,motion_duration_cued_D0,0,1.419302225112915,0.125,2.2317538261413574,1,11,0.5817372798919678,{},SpatialBattery/train/61973001/motion_duration_cued/920
117,936,19608,motion_duration_cued_D4,4,1.3707287311553955,0.25,3.196355104446411,1,15,0.7695143222808838,{},SpatialBattery/train/61973001/motion_duration_cued/928
118,944,19792,motion_duration_cued_D12,12,1.3742122650146484,0.25,3.05560302734375,1,23,1.1824276447296143,{},SpatialBattery/train/61973001/motion_duration_cued/936
119,952,20072,motion_duration_cued_D24,24,1.385469913482666,0.375,1.2276016473770142,1,35,1.8566009998321533,{},SpatialBattery/train/61973001/motion_duration_cued/944
120,960,20160,motion_duration_cued_D0,0,1.3773839473724365,0.25,1.3711150884628296,1,11,0.6304733753204346,{},SpatialBattery/train/61973001/motion_duration_cued/952
121,968,20440,motion_duration_cued_D24,24,1.3915175199508667,0.25,1.1689283847808838,1,35,1.7950422763824463,{},SpatialBattery/train/61973001/motion_duration_cued/960
122,976,20528,motion_duration_cued_D0,0,1.390168309211731,0.25,1.1879408359527588,1,11,0.5884225368499756,{},SpatialBattery/train/61973001/motion_duration_cued/968
123,984,20648,motion_duration_cued_D4,4,1.3833980560302734,0.375,1.3061763048171997,1,15,0.7666864395141602,{},SpatialBattery/train/61973001/motion_duration_cued/976
124,992,20832,motion_duration_cued_D12,12,1.3877408504486084,0.25,1.1899937391281128,1,23,1.191408395767212,{},SpatialBattery/train/61973001/motion_duration_cued/984
125,1000,21016,motion_duration_cued_D12,12,1.3744969367980957,0.375,1.8281878232955933,1,23,1.2520484924316406,{},SpatialBattery/train/61973001/motion_duration_cued/992
126,1008,21136,motion_duration_cued_D4,4,1.3871405124664307,0.25,2.2190189361572266,1,15,0.7822651863098145,{},SpatialBattery/train/61973001/motion_duration_cued/1000
127,1016,21416,motion_duration_cued_D24,24,1.3617582321166992,0.375,1.4317017793655396,1,35,1.841780662536621,{},SpatialBattery/train/61973001/motion_duration_cued/1008
128,1024,21504,motion_duration_cued_D0,0,1.384709358215332,0.375,2.2029640674591064,1,11,0.5680050849914551,{},SpatialBattery/train/61973001/motion_duration_cued/1016
129,1032,21688,motion_duration_cued_D12,12,1.409752368927002,0.125,1.7939084768295288,1,23,1.2005720138549805,"{""first_field_gradient"": 3.207700729035423e-06, ""attention_gradient_norm"": 0.035828847438097, ""priority_gradient_norm"": 0.7239068150520325, ""source_bias_gradient"": 0.00047218220424838364, ""locality_gradient"": 1.41623750096187e-05}",SpatialBattery/train/61973001/motion_duration_cued/1024
130,1040,21808,motion_duration_cued_D4,4,1.3891834020614624,0.25,1.555780053138733,1,15,0.7682116031646729,{},SpatialBattery/train/61973001/motion_duration_cued/1032
131,1048,21896,motion_duration_cued_D0,0,1.3783830404281616,0.375,1.4384018182754517,1,11,0.5688133239746094,{},SpatialBattery/train/61973001/motion_duration_cued/1040
132,1056,22176,motion_duration_cued_D24,24,1.379781723022461,0.25,1.3080025911331177,1,35,1.8042261600494385,{},SpatialBattery/train/61973001/motion_duration_cued/1048
133,1064,22296,motion_duration_cued_D4,4,1.3881170749664307,0.25,0.20175617933273315,0,15,0.7721796035766602,{},SpatialBattery/train/61973001/motion_duration_cued/1056
134,1072,22576,motion_duration_cued_D24,24,1.3898948431015015,0.25,0.4867316484451294,0,35,1.8053793907165527,{},SpatialBattery/train/61973001/motion_duration_cued/1064
135,1080,22664,motion_duration_cued_D0,0,1.3888044357299805,0.25,0.390423983335495,0,11,0.5657520294189453,{},SpatialBattery/train/61973001/motion_duration_cued/1072
136,1088,22848,motion_duration_cued_D12,12,1.3880740404129028,0.25,0.3606572449207306,0,23,1.191610336303711,{},SpatialBattery/train/61973001/motion_duration_cued/1080
137,1096,22936,motion_duration_cued_D0,0,1.3660621643066406,0.375,1.9103890657424927,1,11,0.5742573738098145,{},SpatialBattery/train/61973001/motion_duration_cued/1088
138,1104,23120,motion_duration_cued_D12,12,1.3737715482711792,0.375,1.9563710689544678,1,23,1.1847615242004395,{},SpatialBattery/train/61973001/motion_duration_cued/1096
139,1112,23400,motion_duration_cued_D24,24,1.37788987159729,0.375,1.0830050706863403,1,35,1.7813997268676758,{},SpatialBattery/train/61973001/motion_duration_cued/1104
140,1120,23520,motion_duration_cued_D4,4,1.3793573379516602,0.25,1.1886811256408691,1,15,0.7777233123779297,{},SpatialBattery/train/61973001/motion_duration_cued/1112
141,1128,23704,motion_duration_cued_D12,12,1.3822729587554932,0.25,1.338176965713501,1,23,1.19002366065979,{},SpatialBattery/train/61973001/motion_duration_cued/1120
142,1136,23824,motion_duration_cued_D4,4,1.379421591758728,0.375,1.2454488277435303,1,15,0.770683765411377,{},SpatialBattery/train/61973001/motion_duration_cued/1128
143,1144,23912,motion_duration_cued_D0,0,1.421453595161438,0.125,3.2081375122070312,1,11,0.5861039161682129,{},SpatialBattery/train/61973001/motion_duration_cued/1136
144,1152,24192,motion_duration_cued_D24,24,1.4179660081863403,0.125,2.821394920349121,1,35,1.8037405014038086,{},SpatialBattery/train/61973001/motion_duration_cued/1144
145,1160,24312,motion_duration_cued_D4,4,1.3672001361846924,0.375,2.138314962387085,1,15,0.797919511795044,{},SpatialBattery/train/61973001/motion_duration_cued/1152
146,1168,24400,motion_duration_cued_D0,0,1.4331380128860474,0.125,3.4293041229248047,1,11,0.5862820148468018,{},SpatialBattery/train/61973001/motion_duration_cued/1160
147,1176,24584,motion_duration_cued_D12,12,1.3863554000854492,0.125,1.8184232711791992,1,23,1.1870825290679932,{},SpatialBattery/train/61973001/motion_duration_cued/1168
148,1184,24864,motion_duration_cued_D24,24,1.397270679473877,0.375,2.0126137733459473,1,35,2.0661888122558594,{},SpatialBattery/train/61973001/motion_duration_cued/1176
149,1192,24952,motion_duration_cued_D0,0,1.4111518859863281,0.125,2.2723944187164307,1,11,0.5660510063171387,{},SpatialBattery/train/61973001/motion_duration_cued/1184
150,1200,25232,motion_duration_cued_D24,24,1.404544472694397,0.25,1.9577597379684448,1,35,1.8206534385681152,{},SpatialBattery/train/61973001/motion_duration_cued/1192
151,1208,25352,motion_duration_cued_D4,4,1.3806334733963013,0.375,1.1073280572891235,1,15,0.7780735492706299,{},SpatialBattery/train/61973001/motion_duration_cued/1200
152,1216,25536,motion_duration_cued_D12,12,1.385080099105835,0.25,1.4201411008834839,1,23,1.2127346992492676,{},SpatialBattery/train/61973001/motion_duration_cued/1208
153,1224,25720,motion_duration_cued_D12,12,1.3865175247192383,0.25,1.5224330425262451,1,23,1.1876211166381836,{},SpatialBattery/train/61973001/motion_duration_cued/1216
154,1232,26000,motion_duration_cued_D24,24,1.3885388374328613,0.25,1.355621337890625,1,35,1.8374011516571045,{},SpatialBattery/train/61973001/motion_duration_cued/1224
155,1240,26088,motion_duration_cued_D0,0,1.394927740097046,0.25,0.8138554096221924,0,11,0.5664267539978027,{},SpatialBattery/train/61973001/motion_duration_cued/1232
156,1248,26208,motion_duration_cued_D4,4,1.3910117149353027,0.25,0.6075961589813232,0,15,0.8017971515655518,{},SpatialBattery/train/61973001/motion_duration_cued/1240
157,1256,26488,motion_duration_cued_D24,24,1.3998163938522339,0.25,2.0129454135894775,1,35,1.9191975593566895,{},SpatialBattery/train/61973001/motion_duration_cued/1248
158,1264,26672,motion_duration_cued_D12,12,1.3822021484375,0.25,1.6523356437683105,1,23,1.2904424667358398,{},SpatialBattery/train/61973001/motion_duration_cued/1256
159,1272,26792,motion_duration_cued_D4,4,1.3672330379486084,0.5,2.6839261054992676,1,15,0.7906250953674316,{},SpatialBattery/train/61973001/motion_duration_cued/1264
160,1280,26880,motion_duration_cued_D0,0,1.4189212322235107,0.0,3.1713016033172607,1,11,0.5869836807250977,{},SpatialBattery/train/61973001/motion_duration_cued/1272
161,1288,26968,motion_duration_cued_D0,0,1.366578221321106,0.375,3.154564142227173,1,11,0.6436281204223633,{},SpatialBattery/train/61973001/motion_duration_cued/1280
162,1296,27152,motion_duration_cued_D12,12,1.363929033279419,0.375,3.1462504863739014,1,23,1.214799404144287,{},SpatialBattery/train/61973001/motion_duration_cued/1288
163,1304,27272,motion_duration_cued_D4,4,1.389574408531189,0.25,1.119687557220459,1,15,0.7761073112487793,{},SpatialBattery/train/61973001/motion_duration_cued/1296
164,1312,27552,motion_duration_cued_D24,24,1.3839151859283447,0.375,1.0564191341400146,1,35,1.8381848335266113,{},SpatialBattery/train/61973001/motion_duration_cued/1304
165,1320,27736,motion_duration_cued_D12,12,1.3746089935302734,0.375,0.9815909266471863,0,23,1.1950099468231201,{},SpatialBattery/train/61973001/motion_duration_cued/1312
