step,stage,family,condition,episodes,visual_updates,loss,grad_norm,accuracy,frames,step_seconds,wall_utc
1995,joint,orientation,integrate_L32,7980,76476,0.7282562851905823,1.0049153566360474,0.5,35,0.8440000000409782,2026-09-13T01:22:19.818709+00:00
1996,joint,orientation,recall_matched_one,7984,76544,0.7135055661201477,0.8992595672607422,0.5,17,0.40600000019185245,2026-09-13T01:22:20.226973+00:00
1997,joint,contrast,integrate_L32,7988,76684,0.6890389919281006,0.5489118695259094,0.5,35,0.8599999998696148,2026-09-13T01:22:21.086500+00:00
1998,joint,contrast,recall_matched_one,7992,76752,0.6433759331703186,0.6378000974655151,1.0,17,0.4220000000204891,2026-09-13T01:22:21.518047+00:00
1999,joint,spatial_frequency,integrate_L32,7996,76892,0.6421076655387878,0.9598618149757385,1.0,35,0.8430000001098961,2026-09-13T01:22:22.358770+00:00
2000,joint,spatial_frequency,recall_matched_one,8000,76960,0.7058013081550598,0.5878614783287048,0.5,17,0.40699999989010394,2026-09-13T01:22:22.771644+00:00
2001,joint,chromatic_increment,anchor,8004,76968,0.015021270141005516,0.4825097918510437,1.0,2,0.09399999980814755,2026-09-13T01:22:22.874135+00:00
2002,joint,chromatic_increment,integrate_L32,8008,77108,0.6878430247306824,1.1567068099975586,0.5,35,0.8590000001713634,2026-09-13T01:22:23.737904+00:00
2003,joint,chromatic_increment,recall_matched_one,8012,77176,0.6876447200775146,1.1450620889663696,0.5,17,0.43799999984912574,2026-09-13T01:22:24.170291+00:00
2004,joint,contour,integrate_L32,8016,77312,0.7158302068710327,1.0194940567016602,0.25,34,1.0620000001508743,2026-09-13T01:22:25.241595+00:00
2005,joint,contour,recall_matched_one,8020,77380,0.697780966758728,0.6477694511413574,0.25,17,0.4529999999795109,2026-09-13T01:22:25.702341+00:00
2006,joint,natural_spectrum,integrate_L32,8024,77520,0.6651707887649536,0.6382616758346558,0.5,35,1.0,2026-09-13T01:22:26.706086+00:00
2007,joint,natural_spectrum,recall_matched_one,8028,77588,0.6651581525802612,0.7585760951042175,1.0,17,0.4690000000409782,2026-09-13T01:22:27.177987+00:00
2008,joint,motion_direction,decision_D2,8032,77640,1.3586760759353638,0.6500608325004578,0.25,13,0.3279999999795109,2026-09-13T01:22:27.511165+00:00
2009,joint,motion_direction,recall_N1,8036,77684,1.4260578155517578,0.6066387891769409,0.25,11,0.3119999999180436,2026-09-13T01:22:27.818461+00:00
2010,joint,orientation,decision_D2,8040,77736,0.7036823630332947,0.5844999551773071,0.5,13,0.375,2026-09-13T01:22:28.197152+00:00
2011,joint,contour,anchor,8044,77744,0.008699757046997547,0.5138140320777893,1.0,2,0.07800000021234155,2026-09-13T01:22:28.278734+00:00
2012,joint,orientation,recall_N1,8048,77788,0.6878699660301208,0.5185009241104126,0.75,11,0.26599999982863665,2026-09-13T01:22:28.541836+00:00
2013,joint,contrast,decision_D2,8052,77840,0.7127840518951416,0.5210986137390137,0.5,13,0.3440000000409782,2026-09-13T01:22:28.889908+00:00
2014,joint,contrast,recall_N1,8056,77884,0.7053959965705872,0.4716961085796356,0.5,11,0.2809999999590218,2026-09-13T01:22:29.174116+00:00
2015,joint,spatial_frequency,decision_D2,8060,77936,0.7076600790023804,0.5066777467727661,0.5,13,0.35900000017136335,2026-09-13T01:22:29.528309+00:00
2016,joint,spatial_frequency,recall_N1,8064,77980,0.7002792358398438,0.45353248715400696,0.5,11,0.28199999989010394,2026-09-13T01:22:29.804930+00:00
2017,joint,chromatic_increment,decision_D2,8068,78032,0.58689945936203,1.0268443822860718,1.0,13,0.3279999999795109,2026-09-13T01:22:30.143751+00:00
2018,joint,chromatic_increment,recall_N1,8072,78076,0.7199903130531311,0.6664218902587891,0.5,11,0.3589999999385327,2026-09-13T01:22:30.502219+00:00
2019,joint,contour,decision_D2,8076,78124,0.698123574256897,0.46616244316101074,0.5,12,0.4380000000819564,2026-09-13T01:22:30.935130+00:00
2020,joint,contour,recall_N1,8080,78168,0.6778780221939087,0.6624264717102051,0.25,11,0.3899999998975545,2026-09-13T01:22:31.325720+00:00
2021,joint,natural_spectrum,anchor,8084,78176,0.002002605702728033,0.0706537663936615,1.0,2,0.0940000000409782,2026-09-13T01:22:31.425936+00:00
2022,joint,natural_spectrum,decision_D2,8088,78228,0.7220679521560669,0.4994732141494751,0.25,13,0.4059999999590218,2026-09-13T01:22:31.823994+00:00
2023,joint,natural_spectrum,recall_N1,8092,78272,0.6543852090835571,0.6764090061187744,0.75,11,0.32800000021234155,2026-09-13T01:22:32.146780+00:00
2024,joint,motion_direction,decision_D4,8096,78332,1.4014488458633423,0.6606608629226685,0.25,15,0.43799999984912574,2026-09-13T01:22:32.589758+00:00
2025,joint,motion_direction,recall_N2,8100,78384,1.385738492012024,0.5106369256973267,0.5,13,0.375,2026-09-13T01:22:32.960893+00:00
2026,joint,orientation,decision_D4,8104,78444,0.6355206966400146,0.4937685430049896,1.0,15,0.375,2026-09-13T01:22:33.348735+00:00
2027,joint,orientation,recall_N2,8108,78496,0.6945129632949829,0.6357024312019348,0.25,13,0.2970000000204891,2026-09-13T01:22:33.660552+00:00
2028,joint,contrast,decision_D4,8112,78556,0.7032473683357239,0.508978545665741,0.25,15,0.39099999982863665,2026-09-13T01:22:34.038843+00:00
2029,joint,contrast,recall_N2,8116,78608,0.6695053577423096,0.46903347969055176,0.5,13,0.31200000015087426,2026-09-13T01:22:34.360716+00:00
2030,joint,spatial_frequency,decision_D4,8120,78668,0.6831862926483154,0.6116904616355896,0.5,15,0.375,2026-09-13T01:22:34.724889+00:00
2031,joint,motion_direction,anchor,8124,78676,0.004883918445557356,0.1639542579650879,1.0,2,0.07899999991059303,2026-09-13T01:22:34.805770+00:00
2032,joint,spatial_frequency,recall_N2,8128,78728,0.6990540027618408,0.5668424367904663,0.75,13,0.3279999999795109,2026-09-13T01:22:35.133463+00:00
2033,joint,chromatic_increment,decision_D4,8132,78788,0.678118109703064,0.4670456647872925,0.5,15,0.3589999999385327,2026-09-13T01:22:35.502986+00:00
2034,joint,chromatic_increment,recall_N2,8136,78840,0.7068911790847778,1.3925690650939941,0.5,13,0.375,2026-09-13T01:22:35.869986+00:00
2035,joint,contour,decision_D4,8140,78896,0.6938320398330688,0.4757307469844818,0.25,14,0.40600000019185245,2026-09-13T01:22:36.274366+00:00
2036,joint,contour,recall_N2,8144,78948,0.6857704520225525,0.627720296382904,0.5,13,0.35999999986961484,2026-09-13T01:22:36.644801+00:00
2037,joint,natural_spectrum,decision_D4,8148,79008,0.7108935713768005,0.5110650062561035,0.25,15,0.39000000013038516,2026-09-13T01:22:37.036341+00:00
2038,joint,natural_spectrum,recall_N2,8152,79060,0.7055844068527222,0.6433534026145935,0.5,13,0.375,2026-09-13T01:22:37.426290+00:00
2039,joint,motion_direction,decision_D8,8156,79136,1.3974292278289795,0.5149514675140381,0.0,19,0.5149999998975545,2026-09-13T01:22:37.950894+00:00
2040,joint,motion_direction,recall_N4,8160,79204,1.397830843925476,0.43802812695503235,0.0,17,0.4380000000819564,2026-09-13T01:22:38.395042+00:00
2041,joint,orientation,anchor,8164,79212,0.01613791473209858,0.4957081377506256,1.0,2,0.06299999984912574,2026-09-13T01:22:38.472126+00:00
2042,joint,orientation,decision_D8,8168,79288,0.6824642419815063,0.5640048980712891,0.5,19,0.4839999999385327,2026-09-13T01:22:38.956844+00:00
2043,joint,orientation,recall_N4,8172,79356,0.6753990054130554,0.6423978805541992,0.75,17,0.45300000021234155,2026-09-13T01:22:39.407791+00:00
2044,joint,contrast,decision_D8,8176,79432,0.7170307040214539,0.411909818649292,0.5,19,0.5,2026-09-13T01:22:39.901339+00:00
2045,joint,contrast,recall_N4,8180,79500,0.6922476291656494,0.5045008659362793,0.5,17,0.39099999982863665,2026-09-13T01:22:40.301749+00:00
2046,joint,spatial_frequency,decision_D8,8184,79576,0.685204029083252,0.8034337759017944,0.5,19,0.4529999999795109,2026-09-13T01:22:40.767465+00:00
2047,joint,spatial_frequency,recall_N4,8188,79644,0.7277389168739319,0.6082269549369812,0.25,17,0.4369999999180436,2026-09-13T01:22:41.204377+00:00
2048,joint,chromatic_increment,decision_D8,8192,79720,0.6900348663330078,0.3906761407852173,0.5,19,0.45300000021234155,2026-09-13T01:22:41.652097+00:00
2049,joint,chromatic_increment,recall_N4,8196,79788,0.5749312043190002,3.034163475036621,1.0,17,0.3910000000614673,2026-09-13T01:22:42.099043+00:00
2050,joint,contour,decision_D8,8200,79860,0.6812962293624878,0.3311195969581604,0.5,18,0.5,2026-09-13T01:22:42.602011+00:00
2051,joint,contrast,anchor,8204,79868,0.007197840604931116,0.31299933791160583,1.0,2,0.07899999991059303,2026-09-13T01:22:42.684453+00:00
2052,joint,contour,recall_N4,8208,79936,0.6710175275802612,0.5995420813560486,0.5,17,0.5779999999795109,2026-09-13T01:22:43.261099+00:00
2053,joint,natural_spectrum,decision_D8,8212,80012,0.718619704246521,0.5402899384498596,0.5,19,0.46800000010989606,2026-09-13T01:22:43.728489+00:00
2054,joint,natural_spectrum,recall_N4,8216,80080,0.8003333806991577,1.2428264617919922,0.0,17,0.46899999980814755,2026-09-13T01:22:44.197051+00:00
2055,joint,motion_direction,decision_D16,8220,80188,1.4022536277770996,0.5301859974861145,0.25,27,0.625,2026-09-13T01:22:44.831167+00:00
2056,joint,motion_direction,recall_D0,8224,80216,1.385683536529541,0.4784466028213501,0.25,7,0.20300000021234155,2026-09-13T01:22:45.029039+00:00
2057,joint,orientation,decision_D16,8228,80324,0.7059310674667358,0.43348172307014465,0.25,27,0.7189999998081475,2026-09-13T01:22:45.758106+00:00
2058,joint,orientation,recall_D0,8232,80352,0.6911860704421997,0.9616496562957764,0.5,7,0.1869999999180436,2026-09-13T01:22:45.951079+00:00
2059,joint,contrast,decision_D16,8236,80460,0.7060753107070923,0.42901650071144104,0.5,27,0.625,2026-09-13T01:22:46.573777+00:00
2060,joint,contrast,recall_D0,8240,80488,0.6943652033805847,0.5684836506843567,0.5,7,0.20300000021234155,2026-09-13T01:22:46.772140+00:00
2061,joint,spatial_frequency,anchor,8244,80496,0.0036266217939555645,0.12067123502492905,1.0,2,0.0779999999795109,2026-09-13T01:22:46.856302+00:00
2062,joint,spatial_frequency,decision_D16,8248,80604,0.7014068365097046,0.5209404230117798,0.5,27,0.6569999998901039,2026-09-13T01:22:47.517681+00:00
2063,joint,spatial_frequency,recall_D0,8252,80632,0.7142406105995178,0.7077004909515381,0.5,7,0.1869999999180436,2026-09-13T01:22:47.700294+00:00
2064,joint,chromatic_increment,decision_D16,8256,80740,0.7012390494346619,0.361024409532547,0.5,27,0.6720000000204891,2026-09-13T01:22:48.376526+00:00
2065,joint,chromatic_increment,recall_D0,8260,80768,0.7624488472938538,1.7409948110580444,0.5,7,0.2029999999795109,2026-09-13T01:22:48.580925+00:00
2066,joint,contour,decision_D16,8264,80872,0.6960767507553101,0.38369181752204895,0.25,26,0.6880000000819564,2026-09-13T01:22:49.264915+00:00
2067,joint,contour,recall_D0,8268,80900,0.6928471922874451,0.8470025062561035,0.25,7,0.2029999999795109,2026-09-13T01:22:49.467322+00:00
2068,joint,natural_spectrum,decision_D16,8272,81008,0.716956615447998,0.45121970772743225,0.5,27,0.6400000001303852,2026-09-13T01:22:50.114380+00:00
2069,joint,natural_spectrum,recall_D0,8276,81036,0.7274446487426758,0.7939633131027222,0.5,7,0.1880000000819564,2026-09-13T01:22:50.311920+00:00
2070,joint,motion_direction,integrate_transient,8280,81080,1.4157373905181885,0.7846583724021912,0.25,11,0.3119999999180436,2026-09-13T01:22:50.629838+00:00
2071,joint,chromatic_increment,anchor,8284,81088,0.6799124479293823,12.947190284729004,0.75,2,0.09300000010989606,2026-09-13T01:22:50.735352+00:00
2072,joint,motion_direction,recall_D2,8288,81124,1.3779046535491943,0.6195635199546814,0.0,9,0.23499999986961484,2026-09-13T01:22:50.968577+00:00
2073,joint,orientation,integrate_transient,8292,81168,0.7259435057640076,0.9184474349021912,0.25,11,0.2809999999590218,2026-09-13T01:22:51.242254+00:00
2074,joint,orientation,recall_D2,8296,81204,0.7211620211601257,0.7762697339057922,0.0,9,0.25,2026-09-13T01:22:51.492673+00:00
2075,joint,contrast,integrate_transient,8300,81248,0.7110069990158081,0.3825853168964386,0.25,11,0.2660000000614673,2026-09-13T01:22:51.767655+00:00
2076,joint,contrast,recall_D2,8304,81284,0.6928130388259888,0.40486979484558105,0.5,9,0.2339999999385327,2026-09-13T01:22:52.004153+00:00
2077,joint,spatial_frequency,integrate_transient,8308,81328,0.7038317322731018,0.6949064135551453,0.5,11,0.28100000019185245,2026-09-13T01:22:52.279205+00:00
2078,joint,spatial_frequency,recall_D2,8312,81364,0.6774485111236572,0.6038188338279724,0.5,9,0.21899999980814755,2026-09-13T01:22:52.496825+00:00
2079,joint,chromatic_increment,integrate_transient,8316,81408,0.7508032321929932,1.685556173324585,0.5,11,0.2970000000204891,2026-09-13T01:22:52.787251+00:00
2080,joint,chromatic_increment,recall_D2,8320,81444,0.8639841675758362,3.049531936645508,0.0,9,0.2660000000614673,2026-09-13T01:22:53.057276+00:00
2081,joint,contour,anchor,8324,81452,0.2559187412261963,12.962721824645996,1.0,2,0.0779999999795109,2026-09-13T01:22:53.141529+00:00
2082,joint,contour,integrate_transient,8328,81492,0.7075238227844238,0.4613882601261139,0.25,10,0.3279999999795109,2026-09-13T01:22:53.466060+00:00
2083,joint,contour,recall_D2,8332,81528,0.6953883767127991,0.5301521420478821,0.75,9,0.2809999999590218,2026-09-13T01:22:53.743411+00:00
2084,joint,natural_spectrum,integrate_transient,8336,81572,0.6763889193534851,0.44029882550239563,0.75,11,0.28100000019185245,2026-09-13T01:22:54.030197+00:00
2085,joint,natural_spectrum,recall_D2,8340,81608,0.6811842322349548,0.5872167944908142,0.75,9,0.26599999982863665,2026-09-13T01:22:54.290410+00:00
2086,joint,motion_direction,decision_distractor,8344,81684,1.406603217124939,0.651879072189331,0.25,19,0.48400000017136335,2026-09-13T01:22:54.778894+00:00
2087,joint,motion_direction,recall_D8,8348,81744,1.4167685508728027,0.49732130765914917,0.25,15,0.40699999989010394,2026-09-13T01:22:55.192193+00:00
2088,joint,orientation,decision_distractor,8352,81820,0.6587095260620117,0.5779445171356201,0.75,19,0.4690000000409782,2026-09-13T01:22:55.665133+00:00
2089,joint,orientation,recall_D8,8356,81880,0.691024661064148,0.545107901096344,0.5,15,0.4059999999590218,2026-09-13T01:22:56.070970+00:00
2090,joint,contrast,decision_distractor,8360,81956,0.6848320960998535,0.4193617105484009,0.5,19,0.45300000021234155,2026-09-13T01:22:56.527263+00:00
2091,joint,natural_spectrum,anchor,8364,81964,0.01297901663929224,0.46169620752334595,1.0,2,0.09399999980814755,2026-09-13T01:22:56.616192+00:00
2092,joint,contrast,recall_D8,8368,82024,0.720596432685852,0.38414427638053894,0.25,15,0.3440000000409782,2026-09-13T01:22:56.969982+00:00
2093,joint,spatial_frequency,decision_distractor,8372,82100,0.6824876070022583,0.5562005043029785,0.75,19,0.4690000000409782,2026-09-13T01:22:57.443377+00:00
2094,joint,spatial_frequency,recall_D8,8376,82160,0.6522402763366699,0.4821465015411377,0.75,15,0.3600000001024455,2026-09-13T01:22:57.811802+00:00
2095,joint,chromatic_increment,decision_distractor,8380,82236,0.7032260298728943,0.4165230989456177,0.25,19,0.5149999998975545,2026-09-13T01:22:58.320890+00:00
2096,joint,chromatic_increment,recall_D8,8384,82296,0.6977064609527588,0.6152471303939819,0.5,15,0.3600000001024455,2026-09-13T01:22:58.688926+00:00
2097,joint,contour,decision_distractor,8388,82368,0.7096883058547974,0.40533122420310974,0.25,18,0.5930000001098961,2026-09-13T01:22:59.286412+00:00
2098,joint,contour,recall_D8,8392,82428,0.6751688122749329,0.4869585335254669,0.75,15,0.4220000000204891,2026-09-13T01:22:59.718043+00:00
2099,joint,natural_spectrum,decision_distractor,8396,82504,0.7088299989700317,0.45796921849250793,0.5,19,0.5150000001303852,2026-09-13T01:23:00.232514+00:00
2100,joint,natural_spectrum,recall_D8,8400,82564,0.725706934928894,0.5557518005371094,0.5,15,0.40699999989010394,2026-09-13T01:23:00.631573+00:00
2101,joint,motion_direction,anchor,8404,82572,0.00631808303296566,0.5359424352645874,1.0,2,0.0779999999795109,2026-09-13T01:23:00.708453+00:00
2102,joint,motion_direction,integrate_L8,8408,82616,1.3529094457626343,0.42491045594215393,0.75,11,0.2970000000204891,2026-09-13T01:23:01.008470+00:00
2103,joint,motion_direction,recall_D16,8412,82708,1.3997466564178467,0.5672010183334351,0.25,23,0.5619999999180436,2026-09-13T01:23:01.577427+00:00
2104,joint,orientation,integrate_L8,8416,82752,0.6541621088981628,0.7015519738197327,0.5,11,0.28100000019185245,2026-09-13T01:23:01.857893+00:00
2105,joint,orientation,recall_D16,8420,82844,0.6950799226760864,0.4615682363510132,0.5,23,0.5319999998901039,2026-09-13T01:23:02.391050+00:00
2106,joint,contrast,integrate_L8,8424,82888,0.6923202872276306,0.3509496748447418,0.5,11,0.2809999999590218,2026-09-13T01:23:02.668113+00:00
2107,joint,contrast,recall_D16,8428,82980,0.6807209253311157,0.41084975004196167,0.75,23,0.5470000000204891,2026-09-13T01:23:03.211411+00:00
2108,joint,spatial_frequency,integrate_L8,8432,83024,0.6818536520004272,0.7668911218643188,0.75,11,0.2809999999590218,2026-09-13T01:23:03.498584+00:00
2109,joint,spatial_frequency,recall_D16,8436,83116,0.6673202514648438,0.4849514365196228,0.75,23,0.6880000000819564,2026-09-13T01:23:04.188884+00:00
2110,joint,chromatic_increment,integrate_L8,8440,83160,0.7028146982192993,0.5406305193901062,0.5,11,0.3119999999180436,2026-09-13T01:23:04.496876+00:00
2111,joint,orientation,anchor,8444,83168,0.002820040099322796,0.09837719053030014,1.0,2,0.0779999999795109,2026-09-13T01:23:04.572476+00:00
2112,joint,chromatic_increment,recall_D16,8448,83260,0.6870039105415344,0.8423768281936646,0.5,23,0.5470000000204891,2026-09-13T01:23:05.123154+00:00
2113,joint,contour,integrate_L8,8452,83300,0.6998844146728516,0.530845582485199,0.5,10,0.3130000000819564,2026-09-13T01:23:05.439281+00:00
2114,joint,contour,recall_D16,8456,83392,0.6952698230743408,0.5900004506111145,0.25,23,0.6089999999385327,2026-09-13T01:23:06.047498+00:00
2115,joint,natural_spectrum,integrate_L8,8460,83436,0.7316362857818604,0.5255205035209656,0.25,11,0.31200000015087426,2026-09-13T01:23:06.355406+00:00
2116,joint,natural_spectrum,recall_D16,8464,83528,0.7297071218490601,0.6390872001647949,0.25,23,0.5629999998491257,2026-09-13T01:23:06.916365+00:00
2117,joint,motion_direction,integrate_L16,8468,83604,1.4392119646072388,0.7488805651664734,0.5,19,0.5,2026-09-13T01:23:07.417449+00:00
2118,joint,motion_direction,recall_distractor,8472,83672,1.374461054801941,0.6042864918708801,0.25,17,0.4220000000204891,2026-09-13T01:23:07.838957+00:00
2119,joint,orientation,integrate_L16,8476,83748,0.7896928787231445,1.331551432609558,0.25,19,0.4839999999385327,2026-09-13T01:23:08.320031+00:00
2120,joint,orientation,recall_distractor,8480,83816,0.6240442991256714,1.1943293809890747,0.75,17,0.40600000019185245,2026-09-13T01:23:08.736178+00:00
2121,joint,contrast,anchor,8484,83824,0.0178892333060503,0.7702212929725647,1.0,2,0.09399999980814755,2026-09-13T01:23:08.821437+00:00
2122,joint,contrast,integrate_L16,8488,83900,0.6749659776687622,0.4568776786327362,0.75,19,0.5160000000614673,2026-09-13T01:23:09.342385+00:00
2123,joint,contrast,recall_distractor,8492,83968,0.6958630681037903,0.7326925992965698,0.5,17,0.4220000000204891,2026-09-13T01:23:09.767733+00:00
2124,joint,spatial_frequency,integrate_L16,8496,84044,0.7139610648155212,0.6977338790893555,0.5,19,0.4839999999385327,2026-09-13T01:23:10.250822+00:00
2125,joint,spatial_frequency,recall_distractor,8500,84112,0.7855402231216431,1.5857206583023071,0.25,17,0.40600000019185245,2026-09-13T01:23:10.654318+00:00
2126,joint,chromatic_increment,integrate_L16,8504,84188,0.6567482948303223,0.5814599394798279,0.5,19,0.5,2026-09-13T01:23:11.153858+00:00
2127,joint,chromatic_increment,recall_distractor,8508,84256,0.7106506824493408,1.0261433124542236,0.5,17,0.43799999984912574,2026-09-13T01:23:11.585251+00:00
2128,joint,contour,integrate_L16,8512,84328,0.6815993189811707,0.45559197664260864,0.75,18,0.5470000000204891,2026-09-13T01:23:12.140739+00:00
2129,joint,contour,recall_distractor,8516,84396,0.7099001407623291,0.7166645526885986,0.5,17,0.5,2026-09-13T01:23:12.643416+00:00
2130,joint,natural_spectrum,integrate_L16,8520,84472,0.686927080154419,0.4572453796863556,0.75,19,0.4839999999385327,2026-09-13T01:23:13.125241+00:00
2131,joint,spatial_frequency,anchor,8524,84480,0.0015292927855625749,0.0536525659263134,1.0,2,0.0779999999795109,2026-09-13T01:23:13.203451+00:00
2132,joint,natural_spectrum,recall_distractor,8528,84548,0.6751906275749207,0.7395299077033997,0.75,17,0.4850000001024455,2026-09-13T01:23:13.683585+00:00
2133,joint,motion_direction,integrate_L32,8532,84688,1.3842040300369263,0.6741670966148376,0.0,35,0.875,2026-09-13T01:23:14.567766+00:00
2134,joint,motion_direction,recall_precue,8536,84740,1.4191136360168457,0.5359798073768616,0.0,13,0.32800000021234155,2026-09-13T01:23:14.908477+00:00
2135,joint,orientation,integrate_L32,8540,84880,0.7221637964248657,0.7225537896156311,0.5,35,0.9069999998901039,2026-09-13T01:23:15.805517+00:00
2136,joint,orientation,recall_precue,8544,84932,0.6758954524993896,0.6397849321365356,0.5,13,0.3279999999795109,2026-09-13T01:23:16.138615+00:00
2137,joint,contrast,integrate_L32,8548,85072,0.6422364711761475,0.4902118742465973,1.0,35,0.8430000001098961,2026-09-13T01:23:16.983741+00:00
2138,joint,contrast,recall_precue,8552,85124,0.6669506430625916,0.4056074023246765,0.5,13,0.31299999984912574,2026-09-13T01:23:17.302184+00:00
2139,joint,spatial_frequency,integrate_L32,8556,85264,0.6912714242935181,0.5364977717399597,0.5,35,0.875,2026-09-13T01:23:18.188621+00:00
2140,joint,spatial_frequency,recall_precue,8560,85316,0.6876648664474487,0.5286087393760681,0.5,13,0.3279999999795109,2026-09-13T01:23:18.514743+00:00
2141,joint,chromatic_increment,anchor,8564,85324,0.28565648198127747,4.80366325378418,0.75,2,0.0779999999795109,2026-09-13T01:23:18.597030+00:00
2142,joint,chromatic_increment,integrate_L32,8568,85464,0.6212714910507202,1.4836665391921997,1.0,35,0.8589999999385327,2026-09-13T01:23:19.453481+00:00
2143,joint,chromatic_increment,recall_precue,8572,85516,0.7666471004486084,0.8840405344963074,0.25,13,0.32800000021234155,2026-09-13T01:23:19.780940+00:00
2144,joint,contour,integrate_L32,8576,85652,0.6922733187675476,0.46041569113731384,0.5,34,1.0629999998491257,2026-09-13T01:23:20.837864+00:00
2145,joint,contour,recall_precue,8580,85704,0.6794233322143555,0.5886839628219604,0.5,13,0.3440000000409782,2026-09-13T01:23:21.184167+00:00
2146,joint,natural_spectrum,integrate_L32,8584,85844,0.6783145666122437,0.6458869576454163,0.5,35,0.8899999998975545,2026-09-13T01:23:22.076938+00:00
2147,joint,natural_spectrum,recall_precue,8588,85896,0.6886433959007263,0.5134334564208984,0.5,13,0.3600000001024455,2026-09-13T01:23:22.436395+00:00
2148,joint,motion_direction,decision_D2,8592,85948,1.3685970306396484,0.546551525592804,0.5,13,0.3589999999385327,2026-09-13T01:23:22.801792+00:00
2149,joint,motion_direction,recall_postcue,8596,85992,1.374388575553894,0.5264866948127747,0.5,11,0.2809999999590218,2026-09-13T01:23:23.090150+00:00
2150,joint,orientation,decision_D2,8600,86044,0.7135958075523376,0.5569183826446533,0.5,13,0.3279999999795109,2026-09-13T01:23:23.425167+00:00
2151,joint,contour,anchor,8604,86052,0.40175652503967285,14.272136688232422,0.75,2,0.0940000000409782,2026-09-13T01:23:23.519383+00:00
2152,joint,orientation,recall_postcue,8608,86096,0.6646754741668701,1.0250657796859741,0.75,11,0.26500000013038516,2026-09-13T01:23:23.784470+00:00
2153,joint,contrast,decision_D2,8612,86148,0.6624302268028259,0.4044300317764282,0.5,13,0.34399999980814755,2026-09-13T01:23:24.122987+00:00
2154,joint,contrast,recall_postcue,8616,86192,0.6737446188926697,0.33178621530532837,0.75,11,0.28100000019185245,2026-09-13T01:23:24.398567+00:00
2155,joint,spatial_frequency,decision_D2,8620,86244,0.6825811266899109,0.4017453193664551,0.75,13,0.3279999999795109,2026-09-13T01:23:24.726820+00:00
2156,joint,spatial_frequency,recall_postcue,8624,86288,0.6694376468658447,0.4068959355354309,0.5,11,0.26599999982863665,2026-09-13T01:23:25.001140+00:00
2157,joint,chromatic_increment,decision_D2,8628,86340,0.73816978931427,0.5807308554649353,0.5,13,0.3440000000409782,2026-09-13T01:23:25.341287+00:00
2158,joint,chromatic_increment,recall_postcue,8632,86384,0.6828886270523071,1.1959904432296753,0.5,11,0.31200000015087426,2026-09-13T01:23:25.650351+00:00
2159,joint,contour,decision_D2,8636,86432,0.7216057777404785,0.4867987632751465,0.25,12,0.34399999980814755,2026-09-13T01:23:26.000794+00:00
2160,joint,contour,recall_postcue,8640,86476,0.6645606160163879,0.707691490650177,0.75,11,0.3279999999795109,2026-09-13T01:23:26.324651+00:00
2161,joint,natural_spectrum,anchor,8644,86484,0.05878480523824692,5.704191207885742,1.0,2,0.0940000000409782,2026-09-13T01:23:26.425805+00:00
2162,joint,natural_spectrum,decision_D2,8648,86536,0.7273210287094116,0.5787127017974854,0.5,13,0.35900000017136335,2026-09-13T01:23:26.780830+00:00
2163,joint,natural_spectrum,recall_postcue,8652,86580,0.7022902369499207,0.43002721667289734,0.5,11,0.35999999986961484,2026-09-13T01:23:27.137232+00:00
2164,joint,motion_direction,decision_D4,8656,86640,1.3907883167266846,0.4593197703361511,0.0,15,0.375,2026-09-13T01:23:27.514904+00:00
2165,joint,motion_direction,recall_matched_one,8660,86708,1.4338006973266602,0.5064505338668823,0.25,17,0.4369999999180436,2026-09-13T01:23:27.945015+00:00
2166,joint,orientation,decision_D4,8664,86768,0.7044564485549927,0.5182220339775085,0.5,15,0.375,2026-09-13T01:23:28.319283+00:00
2167,joint,orientation,recall_matched_one,8668,86836,0.7223300933837891,0.5932655334472656,0.25,17,0.4380000000819564,2026-09-13T01:23:28.757799+00:00
2168,joint,contrast,decision_D4,8672,86896,0.6876299381256104,0.3749449551105499,0.5,15,0.39000000013038516,2026-09-13T01:23:29.150808+00:00
2169,joint,contrast,recall_matched_one,8676,86964,0.7338236570358276,0.38030028343200684,0.25,17,0.40699999989010394,2026-09-13T01:23:29.556404+00:00
2170,joint,spatial_frequency,decision_D4,8680,87024,0.7047203779220581,0.35860440135002136,0.5,15,0.375,2026-09-13T01:23:29.933334+00:00
2171,joint,motion_direction,anchor,8684,87032,0.014086851850152016,1.229130506515503,1.0,2,0.0779999999795109,2026-09-13T01:23:30.017534+00:00
2172,joint,spatial_frequency,recall_matched_one,8688,87100,0.6953152418136597,0.5047833919525146,0.5,17,0.4369999999180436,2026-09-13T01:23:30.456199+00:00
2173,joint,chromatic_increment,decision_D4,8692,87160,0.7583593726158142,0.572491466999054,0.25,15,0.40600000019185245,2026-09-13T01:23:30.850116+00:00
2174,joint,chromatic_increment,recall_matched_one,8696,87228,0.6855177879333496,0.867508053779602,0.5,17,0.40699999989010394,2026-09-13T01:23:31.264472+00:00
2175,joint,contour,decision_D4,8700,87284,0.6904531121253967,0.321458101272583,0.5,14,0.4059999999590218,2026-09-13T01:23:31.675066+00:00
2176,joint,contour,recall_matched_one,8704,87352,0.6790236234664917,0.4911986291408539,0.5,17,0.5470000000204891,2026-09-13T01:23:32.222165+00:00
