step,stage,family,condition,episodes,visual_updates,loss,grad_norm,accuracy,frames,step_seconds,wall_utc
5945,joint,motion_direction,recall_N1,23780,311224,1.3592541217803955,0.6215634942054749,0.25,11,0.31200000015087426,2026-09-13T01:55:27.528251+00:00
5946,joint,orientation,decision_D4,23784,311284,0.7287987470626831,0.5266386866569519,0.25,15,0.39099999982863665,2026-09-13T01:55:27.923440+00:00
5947,joint,orientation,recall_N1,23788,311328,0.7190758585929871,0.464318186044693,0.5,11,0.2970000000204891,2026-09-13T01:55:28.214982+00:00
5948,joint,contrast,decision_D4,23792,311388,0.6902151107788086,0.40815579891204834,0.5,15,0.39000000013038516,2026-09-13T01:55:28.607274+00:00
5949,joint,contrast,recall_N1,23796,311432,0.6669823527336121,0.41280248761177063,0.75,11,0.28199999989010394,2026-09-13T01:55:28.894158+00:00
5950,joint,spatial_frequency,decision_D4,23800,311492,0.6905403137207031,0.547272801399231,0.5,15,0.4059999999590218,2026-09-13T01:55:29.287978+00:00
5951,joint,motion_direction,anchor,23804,311500,0.1268240511417389,6.591625213623047,1.0,2,0.0779999999795109,2026-09-13T01:55:29.372394+00:00
5952,joint,spatial_frequency,recall_N1,23808,311544,0.6562464237213135,0.46085140109062195,0.75,11,0.2970000000204891,2026-09-13T01:55:29.667763+00:00
5953,joint,chromatic_increment,decision_D4,23812,311604,0.7218455076217651,0.38970300555229187,0.25,15,0.4220000000204891,2026-09-13T01:55:30.097779+00:00
5954,joint,chromatic_increment,recall_N1,23816,311648,0.7042458057403564,1.6377699375152588,0.25,11,0.28199999989010394,2026-09-13T01:55:30.386061+00:00
5955,joint,contour,decision_D4,23820,311704,0.7104619741439819,0.41608479619026184,0.25,14,0.4369999999180436,2026-09-13T01:55:30.821210+00:00
5956,joint,contour,recall_N1,23824,311748,0.697415828704834,0.5784119367599487,0.5,11,0.32800000021234155,2026-09-13T01:55:31.147253+00:00
5957,joint,natural_spectrum,decision_D4,23828,311808,0.6904633045196533,0.3100336790084839,0.75,15,0.39099999982863665,2026-09-13T01:55:31.548218+00:00
5958,joint,natural_spectrum,recall_N1,23832,311852,0.6801703572273254,0.6208341717720032,0.75,11,0.3279999999795109,2026-09-13T01:55:31.866433+00:00
5959,joint,motion_direction,decision_D8,23836,311928,1.3601646423339844,0.5375329852104187,0.25,19,0.5630000000819564,2026-09-13T01:55:32.433254+00:00
5960,joint,motion_direction,recall_N2,23840,311980,1.4171992540359497,0.5058618783950806,0.25,13,0.375,2026-09-13T01:55:32.811189+00:00
5961,joint,orientation,anchor,23844,311988,0.006728613283485174,0.2804650366306305,1.0,2,0.09300000010989606,2026-09-13T01:55:32.897833+00:00
5962,joint,orientation,decision_D8,23848,312064,0.7116621136665344,0.5296406745910645,0.5,19,0.5,2026-09-13T01:55:33.397941+00:00
5963,joint,orientation,recall_N2,23852,312116,0.6988599300384521,0.5554913878440857,0.5,13,0.34399999980814755,2026-09-13T01:55:33.747043+00:00
5964,joint,contrast,decision_D8,23856,312192,0.6739343404769897,0.3178600072860718,0.5,19,0.5160000000614673,2026-09-13T01:55:34.257753+00:00
5965,joint,contrast,recall_N2,23860,312244,0.6974630951881409,0.6107476949691772,0.25,13,0.3589999999385327,2026-09-13T01:55:34.616097+00:00
5966,joint,spatial_frequency,decision_D8,23864,312320,0.7075332403182983,0.3435998558998108,0.5,19,0.5160000000614673,2026-09-13T01:55:35.146103+00:00
5967,joint,spatial_frequency,recall_N2,23868,312372,0.7137629985809326,0.5680595636367798,0.25,13,0.35999999986961484,2026-09-13T01:55:35.509379+00:00
5968,joint,chromatic_increment,decision_D8,23872,312448,0.6865665912628174,0.37876102328300476,0.75,19,0.46800000010989606,2026-09-13T01:55:35.989880+00:00
5969,joint,chromatic_increment,recall_N2,23876,312500,0.7494560480117798,2.403480052947998,0.5,13,0.3279999999795109,2026-09-13T01:55:36.322831+00:00
5970,joint,contour,decision_D8,23880,312572,0.6647270917892456,0.3518936336040497,0.75,18,0.4850000001024455,2026-09-13T01:55:36.807190+00:00
5971,joint,contrast,anchor,23884,312580,0.12797333300113678,13.129162788391113,1.0,2,0.0779999999795109,2026-09-13T01:55:36.881423+00:00
5972,joint,contour,recall_N2,23888,312632,0.7026082277297974,0.38603851199150085,0.25,13,0.375,2026-09-13T01:55:37.268694+00:00
5973,joint,natural_spectrum,decision_D8,23892,312708,0.6696099042892456,0.5899232029914856,0.75,19,0.46800000010989606,2026-09-13T01:55:37.733536+00:00
5974,joint,natural_spectrum,recall_N2,23896,312760,0.6992492079734802,0.8239490985870361,0.5,13,0.39099999982863665,2026-09-13T01:55:38.115726+00:00
5975,joint,motion_direction,decision_D16,23900,312868,1.3699679374694824,0.5031206011772156,0.25,27,0.6560000001918525,2026-09-13T01:55:38.779736+00:00
5976,joint,motion_direction,recall_N4,23904,312936,1.3837978839874268,0.5785876512527466,0.25,17,0.43799999984912574,2026-09-13T01:55:39.210987+00:00
5977,joint,orientation,decision_D16,23908,313044,0.7200177311897278,0.44572967290878296,0.25,27,0.6720000000204891,2026-09-13T01:55:39.882602+00:00
5978,joint,orientation,recall_N4,23912,313112,0.7914976477622986,0.6708826422691345,0.0,17,0.4529999999795109,2026-09-13T01:55:40.347713+00:00
5979,joint,contrast,decision_D16,23916,313220,0.6782216429710388,0.3283601999282837,0.5,27,0.6400000001303852,2026-09-13T01:55:40.985064+00:00
5980,joint,contrast,recall_N4,23920,313288,0.6679283380508423,0.4639843702316284,0.75,17,0.4220000000204891,2026-09-13T01:55:41.399575+00:00
5981,joint,spatial_frequency,anchor,23924,313296,0.014817195013165474,0.9039303064346313,1.0,2,0.0779999999795109,2026-09-13T01:55:41.473194+00:00
5982,joint,spatial_frequency,decision_D16,23928,313404,0.6845223307609558,0.41333621740341187,0.5,27,0.6569999998901039,2026-09-13T01:55:42.138245+00:00
5983,joint,spatial_frequency,recall_N4,23932,313472,0.680681586265564,0.45330101251602173,0.75,17,0.4059999999590218,2026-09-13T01:55:42.546514+00:00
5984,joint,chromatic_increment,decision_D16,23936,313580,0.7080185413360596,0.4255414307117462,0.5,27,0.6559999999590218,2026-09-13T01:55:43.209241+00:00
5985,joint,chromatic_increment,recall_N4,23940,313648,0.7496520280838013,3.293877363204956,0.5,17,0.43700000015087426,2026-09-13T01:55:43.655806+00:00
5986,joint,contour,decision_D16,23944,313752,0.7016829252243042,0.35825610160827637,0.25,26,0.6879999998491257,2026-09-13T01:55:44.343936+00:00
5987,joint,contour,recall_N4,23948,313820,0.6570404767990112,0.6476681232452393,0.75,17,0.5,2026-09-13T01:55:44.836439+00:00
5988,joint,natural_spectrum,decision_D16,23952,313928,0.6962248086929321,0.39742764830589294,0.5,27,0.6559999999590218,2026-09-13T01:55:45.497583+00:00
5989,joint,natural_spectrum,recall_N4,23956,313996,0.7004871964454651,0.49466976523399353,0.0,17,0.48400000017136335,2026-09-13T01:55:45.976448+00:00
5990,joint,motion_direction,integrate_transient,23960,314040,1.402831792831421,0.5951985716819763,0.25,11,0.31299999984912574,2026-09-13T01:55:46.288181+00:00
5991,joint,chromatic_increment,anchor,23964,314048,0.0015971718821674585,0.08608052879571915,1.0,2,0.0779999999795109,2026-09-13T01:55:46.369368+00:00
5992,joint,motion_direction,recall_D0,23968,314076,1.355553150177002,0.5816810131072998,0.5,7,0.2029999999795109,2026-09-13T01:55:46.575648+00:00
5993,joint,orientation,integrate_transient,23972,314120,0.7290028929710388,0.6254791617393494,0.5,11,0.2970000000204891,2026-09-13T01:55:46.875560+00:00
5994,joint,orientation,recall_D0,23976,314148,0.7002606987953186,0.5111092329025269,0.25,7,0.2190000000409782,2026-09-13T01:55:47.083750+00:00
5995,joint,contrast,integrate_transient,23980,314192,0.6831879615783691,0.436215341091156,0.75,11,0.26500000013038516,2026-09-13T01:55:47.364114+00:00
5996,joint,contrast,recall_D0,23984,314220,0.7233225107192993,0.5548325181007385,0.25,7,0.1880000000819564,2026-09-13T01:55:47.553967+00:00
5997,joint,spatial_frequency,integrate_transient,23988,314264,0.7014414668083191,0.5354399085044861,0.5,11,0.29600000008940697,2026-09-13T01:55:47.855220+00:00
5998,joint,spatial_frequency,recall_D0,23992,314292,0.6804604530334473,0.43335404992103577,0.5,7,0.1720000000204891,2026-09-13T01:55:48.030092+00:00
5999,joint,chromatic_increment,integrate_transient,23996,314336,0.6991592049598694,0.3232381045818329,0.5,11,0.26599999982863665,2026-09-13T01:55:48.296921+00:00
6000,joint,chromatic_increment,recall_D0,24000,314364,0.7252122163772583,1.3001540899276733,0.5,7,0.18700000015087426,2026-09-13T01:55:48.481139+00:00
6001,joint,contour,anchor,24004,314372,1.2135084867477417,16.667152404785156,0.75,2,0.09399999980814755,2026-09-13T01:55:48.567133+00:00
6002,joint,contour,integrate_transient,24008,314412,0.7112228274345398,0.4306641221046448,0.25,10,0.3130000000819564,2026-09-13T01:55:48.890041+00:00
6003,joint,contour,recall_D0,24012,314440,0.6763566732406616,0.4547101855278015,0.75,7,0.2029999999795109,2026-09-13T01:55:49.094062+00:00
6004,joint,natural_spectrum,integrate_transient,24016,314484,0.6774426698684692,0.6350497007369995,0.5,11,0.31200000015087426,2026-09-13T01:55:49.402367+00:00
6005,joint,natural_spectrum,recall_D0,24020,314512,0.6953610181808472,0.5205665230751038,0.5,7,0.23499999986961484,2026-09-13T01:55:49.636301+00:00
6006,joint,motion_direction,decision_distractor,24024,314588,1.338477373123169,0.6532784104347229,0.5,19,0.5,2026-09-13T01:55:50.137699+00:00
6007,joint,motion_direction,recall_D2,24028,314624,1.4027044773101807,0.4567613899707794,0.25,9,0.2339999999385327,2026-09-13T01:55:50.369854+00:00
6008,joint,orientation,decision_distractor,24032,314700,0.7269987463951111,0.39280059933662415,0.25,19,0.5160000000614673,2026-09-13T01:55:50.887067+00:00
6009,joint,orientation,recall_D2,24036,314736,0.6767963767051697,0.37806159257888794,0.75,9,0.25,2026-09-13T01:55:51.137371+00:00
6010,joint,contrast,decision_distractor,24040,314812,0.690343976020813,0.3610580861568451,0.5,19,0.5,2026-09-13T01:55:51.636909+00:00
6011,joint,natural_spectrum,anchor,24044,314820,0.0022204266861081123,0.09553875774145126,1.0,2,0.125,2026-09-13T01:55:51.758481+00:00
6012,joint,contrast,recall_D2,24048,314856,0.7209305763244629,0.5271573662757874,0.5,9,0.21800000010989606,2026-09-13T01:55:51.987898+00:00
6013,joint,spatial_frequency,decision_distractor,24052,314932,0.718724250793457,0.5300478339195251,0.5,19,0.5779999999795109,2026-09-13T01:55:52.583017+00:00
6014,joint,spatial_frequency,recall_D2,24056,314968,0.7053767442703247,0.5282989144325256,0.5,9,0.25,2026-09-13T01:55:52.835869+00:00
6015,joint,chromatic_increment,decision_distractor,24060,315044,0.7160415649414062,0.3815563917160034,0.5,19,0.5,2026-09-13T01:55:53.346030+00:00
6016,joint,chromatic_increment,recall_D2,24064,315080,0.7342014312744141,0.46849068999290466,0.25,9,0.2339999999385327,2026-09-13T01:55:53.576713+00:00
6017,joint,contour,decision_distractor,24068,315152,0.7042609453201294,0.307861864566803,0.25,18,0.5940000000409782,2026-09-13T01:55:54.166067+00:00
6018,joint,contour,recall_D2,24072,315188,0.6897019147872925,0.5174638032913208,0.75,9,0.25,2026-09-13T01:55:54.419485+00:00
6019,joint,natural_spectrum,decision_distractor,24076,315264,0.6809026002883911,0.5833260416984558,0.5,19,0.5160000000614673,2026-09-13T01:55:54.938514+00:00
6020,joint,natural_spectrum,recall_D2,24080,315300,0.6974933743476868,0.3873908221721649,0.75,9,0.25,2026-09-13T01:55:55.182160+00:00
6021,joint,motion_direction,anchor,24084,315308,0.014965696260333061,1.3201980590820312,1.0,2,0.09300000010989606,2026-09-13T01:55:55.273288+00:00
6022,joint,motion_direction,integrate_L8,24088,315352,1.3803414106369019,0.5278063416481018,0.25,11,0.29699999978765845,2026-09-13T01:55:55.572641+00:00
6023,joint,motion_direction,recall_D8,24092,315412,1.370408535003662,0.5163976550102234,0.25,15,0.3910000000614673,2026-09-13T01:55:55.972922+00:00
6024,joint,orientation,integrate_L8,24096,315456,0.6576581001281738,0.4427029490470886,0.75,11,0.2970000000204891,2026-09-13T01:55:56.267997+00:00
6025,joint,orientation,recall_D8,24100,315516,0.684374988079071,0.5781046152114868,0.25,15,0.375,2026-09-13T01:55:56.635737+00:00
6026,joint,contrast,integrate_L8,24104,315560,0.6756767630577087,0.41924309730529785,0.5,11,0.2809999999590218,2026-09-13T01:55:56.921447+00:00
6027,joint,contrast,recall_D8,24108,315620,0.691327691078186,0.5533832907676697,0.75,15,0.375,2026-09-13T01:55:57.297064+00:00
6028,joint,spatial_frequency,integrate_L8,24112,315664,0.7098071575164795,0.44290050864219666,0.5,11,0.2970000000204891,2026-09-13T01:55:57.592671+00:00
6029,joint,spatial_frequency,recall_D8,24116,315724,0.6921252608299255,0.432442307472229,0.5,15,0.375,2026-09-13T01:55:57.960074+00:00
6030,joint,chromatic_increment,integrate_L8,24120,315768,0.6463550329208374,0.6398869156837463,0.5,11,0.2809999999590218,2026-09-13T01:55:58.251903+00:00
6031,joint,orientation,anchor,24124,315776,0.008209602907299995,0.30657288432121277,1.0,2,0.0779999999795109,2026-09-13T01:55:58.326616+00:00
6032,joint,chromatic_increment,recall_D8,24128,315836,0.7598576545715332,0.5383864045143127,0.25,15,0.40600000019185245,2026-09-13T01:55:58.727843+00:00
6033,joint,contour,integrate_L8,24132,315876,0.7113639116287231,0.5112116932868958,0.5,10,0.35999999986961484,2026-09-13T01:55:59.086169+00:00
6034,joint,contour,recall_D8,24136,315936,0.7572851777076721,0.5871580243110657,0.25,15,0.5,2026-09-13T01:55:59.585199+00:00
6035,joint,natural_spectrum,integrate_L8,24140,315980,0.6922047138214111,0.4288310706615448,0.5,11,0.31200000015087426,2026-09-13T01:55:59.898217+00:00
6036,joint,natural_spectrum,recall_D8,24144,316040,0.6841526031494141,0.3579753637313843,0.5,15,0.42199999978765845,2026-09-13T01:56:00.322783+00:00
6037,joint,motion_direction,integrate_L16,24148,316116,1.3708397150039673,0.5326884388923645,0.25,19,0.5160000000614673,2026-09-13T01:56:00.834729+00:00
6038,joint,motion_direction,recall_D16,24152,316208,1.3891465663909912,0.4263567626476288,0.25,23,0.5779999999795109,2026-09-13T01:56:01.420043+00:00
6039,joint,orientation,integrate_L16,24156,316284,0.7230411767959595,0.49940136075019836,0.25,19,0.5,2026-09-13T01:56:01.917985+00:00
6040,joint,orientation,recall_D16,24160,316376,0.7020107507705688,0.5551446676254272,0.5,23,0.5779999999795109,2026-09-13T01:56:02.499658+00:00
6041,joint,contrast,anchor,24164,316384,0.0010511153377592564,0.025610964745283127,1.0,2,0.0779999999795109,2026-09-13T01:56:02.580300+00:00
6042,joint,contrast,integrate_L16,24168,316460,0.686392068862915,0.4224647581577301,0.25,19,0.5,2026-09-13T01:56:03.071396+00:00
6043,joint,contrast,recall_D16,24172,316552,0.6926930546760559,0.35122448205947876,0.5,23,0.5310000001918525,2026-09-13T01:56:03.601331+00:00
6044,joint,spatial_frequency,integrate_L16,24176,316628,0.7483234405517578,0.6453790664672852,0.0,19,0.703999999910593,2026-09-13T01:56:04.306588+00:00
6045,joint,spatial_frequency,recall_D16,24180,316720,0.6911819577217102,0.34757938981056213,0.25,23,0.6399999998975545,2026-09-13T01:56:04.957326+00:00
6046,joint,chromatic_increment,integrate_L16,24184,316796,0.6712900400161743,0.4538063108921051,0.75,19,0.4850000001024455,2026-09-13T01:56:05.435896+00:00
6047,joint,chromatic_increment,recall_D16,24188,316888,0.6674701571464539,0.8183528780937195,0.5,23,0.5619999999180436,2026-09-13T01:56:06.006122+00:00
6048,joint,contour,integrate_L16,24192,316960,0.6973579525947571,0.5191639065742493,0.25,18,0.5619999999180436,2026-09-13T01:56:06.581754+00:00
6049,joint,contour,recall_D16,24196,317052,0.6677196025848389,0.46827325224876404,0.75,23,0.5780000002123415,2026-09-13T01:56:07.157239+00:00
6050,joint,natural_spectrum,integrate_L16,24200,317128,0.7218454480171204,0.41014382243156433,0.0,19,0.5779999999795109,2026-09-13T01:56:07.725337+00:00
6051,joint,spatial_frequency,anchor,24204,317136,0.01567523553967476,0.5588536858558655,1.0,2,0.10999999986961484,2026-09-13T01:56:07.845963+00:00
6052,joint,natural_spectrum,recall_D16,24208,317228,0.699775218963623,0.4579337537288666,0.5,23,0.5470000000204891,2026-09-13T01:56:08.394379+00:00
6053,joint,motion_direction,integrate_L32,24212,317368,1.4150571823120117,0.5449488162994385,0.25,35,0.9220000000204891,2026-09-13T01:56:09.314438+00:00
6054,joint,motion_direction,recall_distractor,24216,317436,1.4199007749557495,0.5087646245956421,0.0,17,0.4529999999795109,2026-09-13T01:56:09.758727+00:00
6055,joint,orientation,integrate_L32,24220,317576,0.6789344549179077,0.48601070046424866,0.5,35,0.8900000001303852,2026-09-13T01:56:10.663195+00:00
6056,joint,orientation,recall_distractor,24224,317644,0.7063367962837219,0.49971920251846313,0.25,17,0.4220000000204891,2026-09-13T01:56:11.095096+00:00
6057,joint,contrast,integrate_L32,24228,317784,0.6871588826179504,0.4078599810600281,0.5,35,0.9059999999590218,2026-09-13T01:56:11.993716+00:00
6058,joint,contrast,recall_distractor,24232,317852,0.6929945945739746,0.404975026845932,0.75,17,0.5,2026-09-13T01:56:12.493027+00:00
6059,joint,spatial_frequency,integrate_L32,24236,317992,0.7046602964401245,0.5264719724655151,0.5,35,0.9690000000409782,2026-09-13T01:56:13.468248+00:00
6060,joint,spatial_frequency,recall_distractor,24240,318060,0.7156791687011719,0.5652845501899719,0.25,17,0.4529999999795109,2026-09-13T01:56:13.918487+00:00
6061,joint,chromatic_increment,anchor,24244,318068,0.2557460367679596,11.761676788330078,0.75,2,0.0779999999795109,2026-09-13T01:56:13.992156+00:00
6062,joint,chromatic_increment,integrate_L32,24248,318208,0.7158992886543274,0.7003546357154846,0.25,35,0.8279999999795109,2026-09-13T01:56:14.832515+00:00
6063,joint,chromatic_increment,recall_distractor,24252,318276,0.690598726272583,0.5018324255943298,0.5,17,0.4059999999590218,2026-09-13T01:56:15.254976+00:00
6064,joint,contour,integrate_L32,24256,318412,0.6877638101577759,0.4176303446292877,0.5,34,1.077999999979511,2026-09-13T01:56:16.347650+00:00
6065,joint,contour,recall_distractor,24260,318480,0.7033858299255371,0.5224674344062805,0.25,17,0.5309999999590218,2026-09-13T01:56:16.876023+00:00
6066,joint,natural_spectrum,integrate_L32,24264,318620,0.7055087089538574,0.5876959562301636,0.5,35,0.8590000001713634,2026-09-13T01:56:17.733504+00:00
6067,joint,natural_spectrum,recall_distractor,24268,318688,0.6666625738143921,0.6916636824607849,0.75,17,0.5,2026-09-13T01:56:18.231183+00:00
6068,joint,motion_direction,decision_D2,24272,318740,1.3786977529525757,0.4557023346424103,0.25,13,0.35999999986961484,2026-09-13T01:56:18.587111+00:00
6069,joint,motion_direction,recall_precue,24276,318792,1.384171724319458,0.5381824970245361,0.25,13,0.3440000000409782,2026-09-13T01:56:18.931238+00:00
6070,joint,orientation,decision_D2,24280,318844,0.7126801013946533,0.44858962297439575,0.25,13,0.34300000010989606,2026-09-13T01:56:19.282280+00:00
6071,joint,contour,anchor,24284,318852,0.24503131210803986,8.830678939819336,0.75,2,0.09399999980814755,2026-09-13T01:56:19.365304+00:00
6072,joint,orientation,recall_precue,24288,318904,0.6783179640769958,0.46076256036758423,0.75,13,0.3279999999795109,2026-09-13T01:56:19.700142+00:00
6073,joint,contrast,decision_D2,24292,318956,0.6999524235725403,0.30951938033103943,0.25,13,0.32800000021234155,2026-09-13T01:56:20.036612+00:00
6074,joint,contrast,recall_precue,24296,319008,0.7413625717163086,0.5227831602096558,0.25,13,0.3440000000409782,2026-09-13T01:56:20.383565+00:00
6075,joint,spatial_frequency,decision_D2,24300,319060,0.6823668479919434,0.42682310938835144,0.5,13,0.3279999999795109,2026-09-13T01:56:20.712399+00:00
6076,joint,spatial_frequency,recall_precue,24304,319112,0.6919459104537964,0.37141484022140503,0.5,13,0.3440000000409782,2026-09-13T01:56:21.061490+00:00
6077,joint,chromatic_increment,decision_D2,24308,319164,0.7132461667060852,0.5176881551742554,0.5,13,0.34300000010989606,2026-09-13T01:56:21.409718+00:00
6078,joint,chromatic_increment,recall_precue,24312,319216,0.7304518222808838,0.7183104157447815,0.5,13,0.3279999999795109,2026-09-13T01:56:21.734211+00:00
6079,joint,contour,decision_D2,24316,319264,0.7179037928581238,0.44244134426116943,0.25,12,0.39099999982863665,2026-09-13T01:56:22.127213+00:00
6080,joint,contour,recall_precue,24320,319316,0.7098527550697327,0.5596169829368591,0.5,13,0.4220000000204891,2026-09-13T01:56:22.537713+00:00
6081,joint,natural_spectrum,anchor,24324,319324,1.9241588115692139,46.18582534790039,0.75,2,0.10900000017136335,2026-09-13T01:56:22.650344+00:00
6082,joint,natural_spectrum,decision_D2,24328,319376,0.6934801936149597,0.5176740884780884,0.5,13,0.35999999986961484,2026-09-13T01:56:23.007468+00:00
6083,joint,natural_spectrum,recall_precue,24332,319428,0.6658940315246582,0.5655450224876404,0.75,13,0.4059999999590218,2026-09-13T01:56:23.414463+00:00
6084,joint,motion_direction,decision_D4,24336,319488,1.4121150970458984,0.4796428084373474,0.0,15,0.4690000000409782,2026-09-13T01:56:23.894976+00:00
6085,joint,motion_direction,recall_postcue,24340,319532,1.3796324729919434,0.4866752028465271,0.25,11,0.26599999982863665,2026-09-13T01:56:24.176985+00:00
6086,joint,orientation,decision_D4,24344,319592,0.6720563769340515,0.3711000084877014,0.5,15,0.375,2026-09-13T01:56:24.554741+00:00
6087,joint,orientation,recall_postcue,24348,319636,0.6947861909866333,0.4553617537021637,0.5,11,0.29600000008940697,2026-09-13T01:56:24.863359+00:00
6088,joint,contrast,decision_D4,24352,319696,0.6878218650817871,0.36700645089149475,0.5,15,0.375,2026-09-13T01:56:25.236913+00:00
6089,joint,contrast,recall_postcue,24356,319740,0.6837367415428162,0.464019238948822,0.75,11,0.2970000000204891,2026-09-13T01:56:25.534891+00:00
6090,joint,spatial_frequency,decision_D4,24360,319800,0.6793373823165894,0.4011629819869995,0.5,15,0.39099999982863665,2026-09-13T01:56:25.916551+00:00
6091,joint,motion_direction,anchor,24364,319808,0.1219283938407898,10.435872077941895,1.0,2,0.0779999999795109,2026-09-13T01:56:25.999175+00:00
6092,joint,spatial_frequency,recall_postcue,24368,319852,0.7036569118499756,0.5445882081985474,0.5,11,0.28100000019185245,2026-09-13T01:56:26.283673+00:00
6093,joint,chromatic_increment,decision_D4,24372,319912,0.6864075660705566,0.4202626943588257,0.25,15,0.39099999982863665,2026-09-13T01:56:26.669124+00:00
6094,joint,chromatic_increment,recall_postcue,24376,319956,0.6746410727500916,0.7649670839309692,0.5,11,0.2970000000204891,2026-09-13T01:56:26.973519+00:00
6095,joint,contour,decision_D4,24380,320012,0.6796571016311646,0.3513648509979248,0.75,14,0.40699999989010394,2026-09-13T01:56:27.395431+00:00
6096,joint,contour,recall_postcue,24384,320056,0.6957765221595764,0.49263709783554077,0.75,11,0.31299999984912574,2026-09-13T01:56:27.714477+00:00
6097,joint,natural_spectrum,decision_D4,24388,320116,0.6683590412139893,0.43762239813804626,0.75,15,0.39000000013038516,2026-09-13T01:56:28.114660+00:00
6098,joint,natural_spectrum,recall_postcue,24392,320160,0.6467595100402832,0.5971266627311707,0.75,11,0.3279999999795109,2026-09-13T01:56:28.447025+00:00
6099,joint,motion_direction,decision_D8,24396,320236,1.373950719833374,0.4806074798107147,0.25,19,0.5,2026-09-13T01:56:28.954054+00:00
6100,joint,motion_direction,recall_matched_one,24400,320304,1.3700226545333862,0.48895254731178284,0.5,17,0.4220000000204891,2026-09-13T01:56:29.372023+00:00
6101,joint,orientation,anchor,24404,320312,0.005772415082901716,0.27318790555000305,1.0,2,0.0779999999795109,2026-09-13T01:56:29.457441+00:00
6102,joint,orientation,decision_D8,24408,320388,0.6712906360626221,0.38285601139068604,0.75,19,0.4850000001024455,2026-09-13T01:56:29.928256+00:00
6103,joint,orientation,recall_matched_one,24412,320456,0.6750062704086304,0.44832491874694824,0.5,17,0.42100000008940697,2026-09-13T01:56:30.351895+00:00
6104,joint,contrast,decision_D8,24416,320532,0.6799910664558411,0.37343141436576843,0.5,19,0.5,2026-09-13T01:56:30.856381+00:00
6105,joint,contrast,recall_matched_one,24420,320600,0.7151657342910767,0.3990539312362671,0.25,17,0.45399999991059303,2026-09-13T01:56:31.317150+00:00
6106,joint,spatial_frequency,decision_D8,24424,320676,0.6782202124595642,0.3522609770298004,0.75,19,0.4850000001024455,2026-09-13T01:56:31.803936+00:00
6107,joint,spatial_frequency,recall_matched_one,24428,320744,0.710690975189209,0.48503440618515015,0.5,17,0.5149999998975545,2026-09-13T01:56:32.320682+00:00
6108,joint,chromatic_increment,decision_D8,24432,320820,0.6792452335357666,0.525855302810669,0.75,19,0.5470000000204891,2026-09-13T01:56:32.874391+00:00
6109,joint,chromatic_increment,recall_matched_one,24436,320888,0.7245721817016602,0.5231184363365173,0.5,17,0.4529999999795109,2026-09-13T01:56:33.335214+00:00
6110,joint,contour,decision_D8,24440,320960,0.6666167974472046,0.3474581241607666,0.75,18,0.5150000001303852,2026-09-13T01:56:33.851760+00:00
6111,joint,contrast,anchor,24444,320968,0.0095096779987216,0.45353665947914124,1.0,2,0.07899999991059303,2026-09-13T01:56:33.930575+00:00
6112,joint,contour,recall_matched_one,24448,321036,0.6839641332626343,0.4906293451786041,0.25,17,0.5619999999180436,2026-09-13T01:56:34.493476+00:00
6113,joint,natural_spectrum,decision_D8,24452,321112,0.7256641387939453,0.4495060443878174,0.5,19,0.6090000001713634,2026-09-13T01:56:35.102915+00:00
6114,joint,natural_spectrum,recall_matched_one,24456,321180,0.687964141368866,0.5759303569793701,0.5,17,0.5,2026-09-13T01:56:35.601920+00:00
6115,joint,motion_direction,decision_D16,24460,321288,1.382232427597046,0.47374728322029114,0.25,27,0.6879999998491257,2026-09-13T01:56:36.291558+00:00
6116,joint,motion_direction,recall_N1,24464,321332,1.3953287601470947,0.466787725687027,0.0,11,0.2970000000204891,2026-09-13T01:56:36.594097+00:00
6117,joint,orientation,decision_D16,24468,321440,0.671265184879303,0.4063301086425781,0.75,27,0.7339999999385327,2026-09-13T01:56:37.332025+00:00
6118,joint,orientation,recall_N1,24472,321484,0.6727699637413025,0.44425830245018005,0.5,11,0.28100000019185245,2026-09-13T01:56:37.608063+00:00
6119,joint,contrast,decision_D16,24476,321592,0.7056558132171631,0.33460065722465515,0.5,27,0.6569999998901039,2026-09-13T01:56:38.266584+00:00
6120,joint,contrast,recall_N1,24480,321636,0.7189141511917114,0.5025820136070251,0.25,11,0.2809999999590218,2026-09-13T01:56:38.550554+00:00
6121,joint,spatial_frequency,anchor,24484,321644,0.055193763226270676,1.6646671295166016,1.0,2,0.0940000000409782,2026-09-13T01:56:38.642521+00:00
6122,joint,spatial_frequency,decision_D16,24488,321752,0.7138816118240356,0.46197760105133057,0.5,27,0.6720000000204891,2026-09-13T01:56:39.310052+00:00
6123,joint,spatial_frequency,recall_N1,24492,321796,0.7133058905601501,0.37329667806625366,0.5,11,0.2809999999590218,2026-09-13T01:56:39.593389+00:00
6124,joint,chromatic_increment,decision_D16,24496,321904,0.6807737350463867,0.3709644377231598,0.5,27,0.6870000001508743,2026-09-13T01:56:40.282709+00:00
6125,joint,chromatic_increment,recall_N1,24500,321948,0.6278194785118103,0.5729140639305115,0.75,11,0.28199999989010394,2026-09-13T01:56:40.567573+00:00
6126,joint,contour,decision_D16,24504,322052,0.70930016040802,0.3344947099685669,0.25,26,0.6410000000614673,2026-09-13T01:56:41.217804+00:00
6127,joint,contour,recall_N1,24508,322096,0.6940045356750488,0.5010401606559753,0.5,11,0.2970000000204891,2026-09-13T01:56:41.517913+00:00
