step,task,fresh_pairs,loss,grad_norm,accuracy,step_seconds,wall_utc
1,contour,32,0.7014102339744568,1.9466160535812378,0.5,1.922000000020489,2026-09-13T00:02:16.814418+00:00
2,motion_direction,64,1.3865854740142822,1.1852073669433594,0.34375,0.1559999999590218,2026-09-13T00:02:16.964012+00:00
3,contour,96,0.8692560195922852,3.37288236618042,0.5,0.2339999999385327,2026-09-13T00:02:17.203293+00:00
4,orientation,128,0.7147287726402283,1.062714695930481,0.4375,0.15600000019185245,2026-09-13T00:02:17.359464+00:00
5,contour,160,0.689475417137146,0.5400081872940063,0.5,0.25,2026-09-13T00:02:17.606306+00:00
6,contrast,192,0.7203155755996704,1.3761662244796753,0.46875,0.14099999982863665,2026-09-13T00:02:17.751124+00:00
7,contour,224,0.6988046765327454,0.31211957335472107,0.46875,0.25,2026-09-13T00:02:17.997301+00:00
8,spatial_frequency,256,0.7018887996673584,0.5873472094535828,0.5,0.15600000019185245,2026-09-13T00:02:18.145113+00:00
9,contour,288,0.7156842350959778,0.5723890662193298,0.5,0.25,2026-09-13T00:02:18.400203+00:00
10,chromatic_increment,320,0.7121967077255249,0.5690447688102722,0.5,0.17199999978765845,2026-09-13T00:02:18.571521+00:00
11,contour,352,0.6957915425300598,0.3829749524593353,0.5,0.2660000000614673,2026-09-13T00:02:18.834703+00:00
12,natural_spectrum,384,0.7184247970581055,0.9388574957847595,0.5,0.7029999999795109,2026-09-13T00:02:19.544875+00:00
13,contour,416,0.6858065724372864,0.312857449054718,0.53125,0.23400000017136335,2026-09-13T00:02:19.781236+00:00
14,motion_direction,448,1.402426838874817,0.34493565559387207,0.25,0.17199999978765845,2026-09-13T00:02:19.944461+00:00
15,contour,480,0.7098070979118347,0.23511163890361786,0.40625,0.2190000000409782,2026-09-13T00:02:20.176523+00:00
16,orientation,512,0.7360952496528625,0.9744126200675964,0.5,0.13999999989755452,2026-09-13T00:02:20.321512+00:00
17,contour,544,0.7055538892745972,0.23668192327022552,0.4375,0.25,2026-09-13T00:02:20.579405+00:00
18,contrast,576,0.7301449179649353,0.8220810294151306,0.5,0.15600000019185245,2026-09-13T00:02:20.737702+00:00
19,contour,608,0.6948612928390503,0.16581451892852783,0.5625,0.25,2026-09-13T00:02:20.988541+00:00
20,spatial_frequency,640,0.6910189390182495,0.21635702252388,0.53125,0.15699999989010394,2026-09-13T00:02:21.129919+00:00
21,contour,672,0.705268383026123,0.20781859755516052,0.46875,0.21800000010989606,2026-09-13T00:02:21.354313+00:00
22,chromatic_increment,704,0.7024600505828857,0.461263507604599,0.5,0.15699999989010394,2026-09-13T00:02:21.513364+00:00
23,contour,736,0.6854349970817566,0.23354101181030273,0.5,0.21800000010989606,2026-09-13T00:02:21.730218+00:00
24,natural_spectrum,768,0.6918699741363525,0.19972960650920868,0.5625,0.5,2026-09-13T00:02:22.236111+00:00
25,contour,800,0.6964805722236633,0.18333421647548676,0.46875,0.21899999980814755,2026-09-13T00:02:22.451197+00:00
26,motion_direction,832,1.3978688716888428,0.220149964094162,0.15625,0.15600000019185245,2026-09-13T00:02:22.608362+00:00
27,contour,864,0.6931027173995972,0.1554824560880661,0.46875,0.21899999980814755,2026-09-13T00:02:22.832453+00:00
28,orientation,896,0.699385404586792,0.13948628306388855,0.5,0.15600000019185245,2026-09-13T00:02:22.987119+00:00
29,contour,928,0.6994320750236511,0.14718036353588104,0.3125,0.23499999986961484,2026-09-13T00:02:23.210453+00:00
30,contrast,960,0.6967929601669312,0.19083581864833832,0.46875,0.14000000013038516,2026-09-13T00:02:23.350610+00:00
31,contour,992,0.6921663284301758,0.13138772547245026,0.5,0.23499999986961484,2026-09-13T00:02:23.584063+00:00
32,spatial_frequency,1024,0.693787693977356,0.15215791761875153,0.40625,0.14000000013038516,2026-09-13T00:02:23.737327+00:00
33,contour,1056,0.696266233921051,0.11070822179317474,0.5,0.25,2026-09-13T00:02:23.981283+00:00
34,chromatic_increment,1088,0.6946089267730713,0.16221170127391815,0.46875,0.15699999989010394,2026-09-13T00:02:24.137462+00:00
35,contour,1120,0.6845735311508179,0.16355018317699432,0.65625,0.21800000010989606,2026-09-13T00:02:24.354319+00:00
36,natural_spectrum,1152,0.6938419938087463,0.2179381549358368,0.46875,0.39099999982863665,2026-09-13T00:02:24.744225+00:00
37,contour,1184,0.6891633868217468,0.1650189459323883,0.5,0.2190000000409782,2026-09-13T00:02:24.968663+00:00
38,motion_direction,1216,1.3858290910720825,0.13815481960773468,0.3125,0.1559999999590218,2026-09-13T00:02:25.118500+00:00
39,contour,1248,0.6917275190353394,0.1523873656988144,0.5,0.2190000000409782,2026-09-13T00:02:25.334324+00:00
40,orientation,1280,0.7063677906990051,0.1556454747915268,0.5,0.14000000013038516,2026-09-13T00:02:25.484428+00:00
41,contour,1312,0.696346640586853,0.15685316920280457,0.4375,0.21899999980814755,2026-09-13T00:02:25.692919+00:00
42,contrast,1344,0.6815347671508789,0.15831932425498962,0.6875,0.1410000000614673,2026-09-13T00:02:25.837464+00:00
43,contour,1376,0.6885307431221008,0.12549524009227753,0.5625,0.2190000000409782,2026-09-13T00:02:26.054986+00:00
44,spatial_frequency,1408,0.6950485706329346,0.1678519994020462,0.4375,0.13999999989755452,2026-09-13T00:02:26.197452+00:00
45,contour,1440,0.6905215978622437,0.12572088837623596,0.5,0.2190000000409782,2026-09-13T00:02:26.417349+00:00
46,chromatic_increment,1472,0.6963866353034973,0.1809157282114029,0.5,0.1559999999590218,2026-09-13T00:02:26.575607+00:00
47,contour,1504,0.6959361433982849,0.11554475128650665,0.4375,0.2190000000409782,2026-09-13T00:02:26.793991+00:00
48,natural_spectrum,1536,0.6741859912872314,0.20498384535312653,0.59375,0.35900000017136335,2026-09-13T00:02:27.156158+00:00
49,contour,1568,0.6808347105979919,0.1841290146112442,0.6875,0.21899999980814755,2026-09-13T00:02:27.374235+00:00
50,motion_direction,1600,1.3881973028182983,0.17122021317481995,0.21875,0.1720000000204891,2026-09-13T00:02:27.540215+00:00
51,contour,1632,0.691966712474823,0.13002757728099823,0.5625,0.2190000000409782,2026-09-13T00:02:27.770296+00:00
52,orientation,1664,0.704033613204956,0.13717761635780334,0.3125,0.14099999982863665,2026-09-13T00:02:27.915536+00:00
53,contour,1696,0.690140426158905,0.12060830742120743,0.59375,0.23400000017136335,2026-09-13T00:02:28.149274+00:00
54,contrast,1728,0.6966407299041748,0.1615370810031891,0.4375,0.14099999982863665,2026-09-13T00:02:28.292750+00:00
55,contour,1760,0.7019667029380798,0.12644414603710175,0.28125,0.23400000017136335,2026-09-13T00:02:28.525051+00:00
56,spatial_frequency,1792,0.6929984092712402,0.16002769768238068,0.5625,0.14099999982863665,2026-09-13T00:02:28.669436+00:00
57,contour,1824,0.6895923018455505,0.12143959850072861,0.59375,0.23400000017136335,2026-09-13T00:02:28.905136+00:00
58,chromatic_increment,1856,0.6849387884140015,0.2393118143081665,0.5625,0.15699999989010394,2026-09-13T00:02:29.062775+00:00
59,contour,1888,0.7011502981185913,0.15195232629776,0.40625,0.21800000010989606,2026-09-13T00:02:29.280904+00:00
60,natural_spectrum,1920,0.6549803018569946,0.2700181007385254,0.75,0.3279999999795109,2026-09-13T00:02:29.604741+00:00
61,contour,1952,0.6954728364944458,0.11669577658176422,0.59375,0.21899999980814755,2026-09-13T00:02:29.823851+00:00
62,motion_direction,1984,1.3865621089935303,0.14739491045475006,0.28125,0.15600000019185245,2026-09-13T00:02:29.980749+00:00
63,contour,2016,0.689294159412384,0.13246622681617737,0.53125,0.21899999980814755,2026-09-13T00:02:30.203097+00:00
64,orientation,2048,0.6912136077880859,0.15003199875354767,0.53125,0.15600000019185245,2026-09-13T00:02:30.349091+00:00
65,contour,2080,0.6987273693084717,0.1474025398492813,0.5,0.21899999980814755,2026-09-13T00:02:30.572403+00:00
66,contrast,2112,0.6941251754760742,0.1412082463502884,0.5,0.1410000000614673,2026-09-13T00:02:30.721719+00:00
67,contour,2144,0.6946336627006531,0.12894944846630096,0.4375,0.2190000000409782,2026-09-13T00:02:30.933153+00:00
68,spatial_frequency,2176,0.6854614615440369,0.1457519829273224,0.59375,0.13999999989755452,2026-09-13T00:02:31.080183+00:00
69,contour,2208,0.6833842992782593,0.13377262651920319,0.5625,0.2190000000409782,2026-09-13T00:02:31.295280+00:00
70,chromatic_increment,2240,0.6929255127906799,0.22749458253383636,0.46875,0.1559999999590218,2026-09-13T00:02:31.454735+00:00
71,contour,2272,0.6932806968688965,0.14544431865215302,0.4375,0.2190000000409782,2026-09-13T00:02:31.672985+00:00
72,natural_spectrum,2304,0.6379767656326294,0.3085792362689972,0.71875,0.4220000000204891,2026-09-13T00:02:32.093829+00:00
73,contour,2336,0.6851973533630371,0.1547897756099701,0.65625,0.26500000013038516,2026-09-13T00:02:32.349842+00:00
74,motion_direction,2368,1.3958739042282104,0.19743084907531738,0.28125,0.15699999989010394,2026-09-13T00:02:32.505281+00:00
75,contour,2400,0.6862887144088745,0.17919471859931946,0.5625,0.2029999999795109,2026-09-13T00:02:32.719491+00:00
76,orientation,2432,0.6855201125144958,0.15787653625011444,0.625,0.14000000013038516,2026-09-13T00:02:32.860377+00:00
77,contour,2464,0.6886430978775024,0.1850803941488266,0.5625,0.21899999980814755,2026-09-13T00:02:33.076241+00:00
78,contrast,2496,0.6863983869552612,0.27667856216430664,0.59375,0.1410000000614673,2026-09-13T00:02:33.214462+00:00
79,contour,2528,0.7020143866539001,0.19642718136310577,0.4375,0.2190000000409782,2026-09-13T00:02:33.428913+00:00
80,spatial_frequency,2560,0.6982802152633667,0.17384366691112518,0.5625,0.125,2026-09-13T00:02:33.565570+00:00
81,contour,2592,0.6960515379905701,0.15117628872394562,0.46875,0.21800000010989606,2026-09-13T00:02:33.777690+00:00
