step,task,fresh_pairs,loss,grad_norm,accuracy,step_seconds,wall_utc
903,contour,28896,0.1220426931977272,1.7237193584442139,0.9375,0.1720000000204891,2026-09-13T00:01:49.337714+00:00
904,orientation,28928,0.619970977306366,0.8666135668754578,0.59375,0.0940000000409782,2026-09-13T00:01:49.438568+00:00
905,contour,28960,0.048229217529296875,0.32936620712280273,1.0,0.17100000008940697,2026-09-13T00:01:49.609218+00:00
906,contrast,28992,0.004064125940203667,0.05955558270215988,1.0,0.10999999986961484,2026-09-13T00:01:49.709233+00:00
907,contour,29024,0.010239449329674244,0.12740081548690796,1.0,0.18700000015087426,2026-09-13T00:01:49.903368+00:00
908,spatial_frequency,29056,0.6110783219337463,0.5293816328048706,0.71875,0.09399999980814755,2026-09-13T00:01:49.999811+00:00
909,contour,29088,0.06724841892719269,0.40313848853111267,0.9375,0.1880000000819564,2026-09-13T00:01:50.178876+00:00
910,chromatic_increment,29120,0.10274402797222137,1.0965520143508911,0.96875,0.10899999993853271,2026-09-13T00:01:50.287330+00:00
911,contour,29152,0.015714943408966064,0.22018371522426605,1.0,0.18700000015087426,2026-09-13T00:01:50.486142+00:00
912,natural_spectrum,29184,0.008490428328514099,0.15559488534927368,1.0,0.125,2026-09-13T00:01:50.610034+00:00
913,contour,29216,0.16548332571983337,0.8426218628883362,0.9375,0.20399999991059303,2026-09-13T00:01:50.812909+00:00
914,motion_direction,29248,1.3860347270965576,0.7105770707130432,0.21875,0.10899999993853271,2026-09-13T00:01:50.923709+00:00
915,contour,29280,0.08632588386535645,0.959271252155304,0.96875,0.2029999999795109,2026-09-13T00:01:51.126142+00:00
916,orientation,29312,0.6206986308097839,1.155813217163086,0.625,0.0940000000409782,2026-09-13T00:01:51.222329+00:00
917,contour,29344,0.13325761258602142,1.0837644338607788,0.9375,0.18700000015087426,2026-09-13T00:01:51.397376+00:00
918,contrast,29376,0.004913137294352055,0.09917597472667694,1.0,0.0779999999795109,2026-09-13T00:01:51.487107+00:00
919,contour,29408,0.07639244943857193,0.7445698380470276,0.96875,0.1720000000204891,2026-09-13T00:01:51.653288+00:00
920,spatial_frequency,29440,0.5501051545143127,0.71296626329422,0.78125,0.09399999980814755,2026-09-13T00:01:51.749346+00:00
921,contour,29472,0.017554402351379395,0.3749940097332001,1.0,0.1720000000204891,2026-09-13T00:01:51.919549+00:00
922,chromatic_increment,29504,0.16606338322162628,2.119624614715576,0.9375,0.10900000017136335,2026-09-13T00:01:52.024396+00:00
923,contour,29536,0.040516529232263565,0.9580734372138977,1.0,0.15699999989010394,2026-09-13T00:01:52.180461+00:00
924,natural_spectrum,29568,0.001992610050365329,0.033318061381578445,1.0,0.10899999993853271,2026-09-13T00:01:52.294524+00:00
925,contour,29600,0.04707019776105881,0.3166745603084564,1.0,0.1720000000204891,2026-09-13T00:01:52.471408+00:00
926,motion_direction,29632,1.3615434169769287,1.2656058073043823,0.25,0.10899999993853271,2026-09-13T00:01:52.576464+00:00
927,contour,29664,0.025570444762706757,0.3037365674972534,1.0,0.15600000019185245,2026-09-13T00:01:52.737424+00:00
928,orientation,29696,0.5895261764526367,0.8285690546035767,0.71875,0.10999999986961484,2026-09-13T00:01:52.842314+00:00
929,contour,29728,0.12843264639377594,0.7238144874572754,0.9375,0.18700000015087426,2026-09-13T00:01:53.024533+00:00
930,contrast,29760,0.07355040311813354,1.365372657775879,0.96875,0.09399999980814755,2026-09-13T00:01:53.117658+00:00
931,contour,29792,0.09805285930633545,1.2926236391067505,0.9375,0.1720000000204891,2026-09-13T00:01:53.295065+00:00
932,spatial_frequency,29824,0.5337363481521606,1.0551730394363403,0.71875,0.0940000000409782,2026-09-13T00:01:53.388068+00:00
933,contour,29856,0.03875938057899475,0.8618749380111694,0.96875,0.1720000000204891,2026-09-13T00:01:53.554296+00:00
934,chromatic_increment,29888,0.22185289859771729,1.5364923477172852,0.90625,0.10899999993853271,2026-09-13T00:01:53.661414+00:00
935,contour,29920,0.13248901069164276,1.462023138999939,0.96875,0.1559999999590218,2026-09-13T00:01:53.831329+00:00
936,natural_spectrum,29952,0.0863756611943245,1.4672034978866577,0.96875,0.125,2026-09-13T00:01:53.946165+00:00
937,contour,29984,0.08217867463827133,1.5083123445510864,0.9375,0.15600000019185245,2026-09-13T00:01:54.104024+00:00
938,motion_direction,30016,1.3883349895477295,0.7691816687583923,0.25,0.10999999986961484,2026-09-13T00:01:54.210531+00:00
939,contour,30048,0.014346282929182053,0.1533755511045456,1.0,0.1559999999590218,2026-09-13T00:01:54.375038+00:00
940,orientation,30080,0.585944652557373,1.0122349262237549,0.65625,0.0940000000409782,2026-09-13T00:01:54.468120+00:00
941,contour,30112,0.031174074858427048,0.7841971516609192,1.0,0.1720000000204891,2026-09-13T00:01:54.629766+00:00
942,contrast,30144,0.06215203180909157,0.8065186142921448,0.96875,0.09300000010989606,2026-09-13T00:01:54.727755+00:00
943,contour,30176,0.21861660480499268,2.2418227195739746,0.9375,0.15699999989010394,2026-09-13T00:01:54.885264+00:00
944,spatial_frequency,30208,0.5584766268730164,1.7010643482208252,0.78125,0.09300000010989606,2026-09-13T00:01:54.980982+00:00
945,contour,30240,0.017322562634944916,0.22601428627967834,1.0,0.15699999989010394,2026-09-13T00:01:55.141669+00:00
946,chromatic_increment,30272,0.14310488104820251,1.7015193700790405,0.9375,0.10899999993853271,2026-09-13T00:01:55.244668+00:00
947,contour,30304,0.023300817236304283,0.5436084270477295,1.0,0.1720000000204891,2026-09-13T00:01:55.419244+00:00
948,natural_spectrum,30336,0.01429340336471796,0.30311471223831177,1.0,0.125,2026-09-13T00:01:55.536712+00:00
949,contour,30368,0.09423046559095383,0.6763782501220703,0.96875,0.1559999999590218,2026-09-13T00:01:55.694780+00:00
950,motion_direction,30400,1.3956477642059326,1.0461786985397339,0.28125,0.0940000000409782,2026-09-13T00:01:55.799305+00:00
951,contour,30432,0.031027529388666153,0.8059019446372986,1.0,0.1559999999590218,2026-09-13T00:01:55.952578+00:00
952,orientation,30464,0.6238457560539246,1.7692440748214722,0.65625,0.0940000000409782,2026-09-13T00:01:56.046096+00:00
953,contour,30496,0.17721658945083618,1.4493252038955688,0.9375,0.1559999999590218,2026-09-13T00:01:56.206166+00:00
954,contrast,30528,0.011452135629951954,0.369165301322937,1.0,0.11000000010244548,2026-09-13T00:01:56.308130+00:00
955,contour,30560,0.028147025033831596,0.5543972253799438,1.0,0.17100000008940697,2026-09-13T00:01:56.477574+00:00
956,spatial_frequency,30592,0.6492831707000732,1.9700119495391846,0.625,0.09399999980814755,2026-09-13T00:01:56.570385+00:00
957,contour,30624,0.10419144481420517,1.4561903476715088,0.96875,0.15600000019185245,2026-09-13T00:01:56.738074+00:00
958,chromatic_increment,30656,0.13934661448001862,1.282852053642273,0.90625,0.125,2026-09-13T00:01:56.850609+00:00
959,contour,30688,0.08260516822338104,1.2419129610061646,0.96875,0.1720000000204891,2026-09-13T00:01:57.023722+00:00
960,natural_spectrum,30720,0.0028421126771718264,0.0551999993622303,1.0,0.10999999986961484,2026-09-13T00:01:57.142438+00:00
961,contour,30752,0.04481149837374687,0.9934477806091309,0.96875,0.1720000000204891,2026-09-13T00:01:57.303279+00:00
962,motion_direction,30784,1.4146944284439087,1.2594507932662964,0.21875,0.09300000010989606,2026-09-13T00:01:57.406030+00:00
963,contour,30816,0.04643794521689415,0.8001479506492615,0.96875,0.17199999978765845,2026-09-13T00:01:57.577120+00:00
964,orientation,30848,0.5885711908340454,1.9862819910049438,0.59375,0.0940000000409782,2026-09-13T00:01:57.670318+00:00
965,contour,30880,0.10761561244726181,1.4724005460739136,0.96875,0.1720000000204891,2026-09-13T00:01:57.836933+00:00
966,contrast,30912,0.012823913246393204,0.2962557077407837,1.0,0.0940000000409782,2026-09-13T00:01:57.930052+00:00
967,contour,30944,0.15074776113033295,1.2476344108581543,0.9375,0.1559999999590218,2026-09-13T00:01:58.094203+00:00
968,spatial_frequency,30976,0.5665076971054077,1.6741547584533691,0.71875,0.0940000000409782,2026-09-13T00:01:58.186200+00:00
969,contour,31008,0.14776737987995148,1.050171971321106,0.96875,0.1559999999590218,2026-09-13T00:01:58.346171+00:00
970,chromatic_increment,31040,0.08030583709478378,1.0322779417037964,1.0,0.10899999993853271,2026-09-13T00:01:58.450334+00:00
971,contour,31072,0.008584938943386078,0.22892257571220398,1.0,0.1720000000204891,2026-09-13T00:01:58.623492+00:00
972,natural_spectrum,31104,0.0017603007145226002,0.02916567772626877,1.0,0.125,2026-09-13T00:01:58.739203+00:00
973,contour,31136,0.017370635643601418,0.40537869930267334,1.0,0.15600000019185245,2026-09-13T00:01:58.903135+00:00
974,motion_direction,31168,1.4450180530548096,0.8811048865318298,0.25,0.10999999986961484,2026-09-13T00:01:59.008051+00:00
975,contour,31200,0.10212591290473938,0.9302015900611877,0.96875,0.1559999999590218,2026-09-13T00:01:59.170206+00:00
976,orientation,31232,0.5568251013755798,1.7263143062591553,0.71875,0.0940000000409782,2026-09-13T00:01:59.266021+00:00
977,contour,31264,0.00848435889929533,0.19009539484977722,1.0,0.1869999999180436,2026-09-13T00:01:59.443903+00:00
978,contrast,31296,0.12555448710918427,1.5654133558273315,0.96875,0.0940000000409782,2026-09-13T00:01:59.540639+00:00
979,contour,31328,0.020465265959501266,0.18857304751873016,1.0,0.1559999999590218,2026-09-13T00:01:59.702462+00:00
980,spatial_frequency,31360,0.5495660305023193,1.8201900720596313,0.8125,0.11000000010244548,2026-09-13T00:01:59.804135+00:00
981,contour,31392,0.015399145893752575,0.19484364986419678,1.0,0.1559999999590218,2026-09-13T00:01:59.970599+00:00
982,chromatic_increment,31424,0.1410803198814392,1.2767139673233032,0.90625,0.125,2026-09-13T00:02:00.084337+00:00
983,contour,31456,0.007304711267352104,0.10150807350873947,1.0,0.1559999999590218,2026-09-13T00:02:00.254015+00:00
984,natural_spectrum,31488,0.09893806278705597,0.7175592184066772,0.96875,0.1410000000614673,2026-09-13T00:02:00.382045+00:00
985,contour,31520,0.006245056167244911,0.12381930649280548,1.0,0.1559999999590218,2026-09-13T00:02:00.541398+00:00
986,motion_direction,31552,1.4049961566925049,0.5067985653877258,0.25,0.10900000017136335,2026-09-13T00:02:00.646459+00:00
987,contour,31584,0.05573529005050659,0.6960759162902832,1.0,0.18799999984912574,2026-09-13T00:02:00.833659+00:00
